Gene Probeset Intensity
54161 1415670_at 279.86
11972 1415671_at 789.71
57437 1415672_at 1213.66
100678 1415673_at 165.54
60409 1415674_a_at 374.6
13481 1415675_at 248.8
19173 1415676_a_at 1018.51
52585 1415677_at 288.74
19042 1415678_at 640.31
66340 1415679_at 1324.29
17222 1415680_at 309.49
94067 1415681_at 407.46
65246 1415682_at 147
18107 1415683_at 664.29
11793 1415684_at 253.69
76784 1415685_at 239.43
68365 1415686_at 519.83
19156 1415687_a_at 2338.43
67128 1415688_at 598.09
72739 1415689_s_at 180.14
94064 1415690_at 787.49
13383 1415691_at 527.91
12330 1415692_s_at 1358.74
67819 1415693_at 349.46
22375 1415694_at 302.77
26440 1415695_at 1109.29
20224 1415696_at 829.11
23881 1415697_at 440.46
105348 1415698_at 352.97
209318 1415699_a_at 735.51
67437 1415700_a_at 1165.17
65019 1415701_x_at 5695.46
13016 1415702_a_at 596.63
59026 1415703_at 418.03
321022 1415704_a_at 502.31
66818 1415705_at 300.74
12847 1415706_at 1189.03
99152 1415707_at 467.4
544752 1415708_at 340.89
107338 1415709_s_at 223.86
231430 1415710_at 220.57
211673 1415711_at 561.8
NA 1415712_at 133.8
27225 1415713_a_at 339.49
66618 1415714_a_at 673.49
68366 1415715_at 241.26
57294 1415716_a_at 5856.83
66743 1415717_at 226.83
50724 1415718_at 359.74
74252 1415719_s_at 310.46
66591 1415720_s_at 239.43
74763 1415721_a_at 289.8
66201 1415722_a_at 544.91
217869 1415723_at 933.2
12540 1415724_a_at 1277.43
106298 1415725_at 200.97
81702 1415726_at 299.71
246703 1415727_at 944.57
54196 1415728_at 180.69
18607 1415729_at 492.46
269061 1415730_at 441.86
52477 1415731_at 221.2
193742 1415732_at 658.06
68512 1415733_a_at 594.49
19349 1415734_at 1316.26
13194 1415735_at 802.91
56612 1415736_at 1052.83
54391 1415737_at 808.91
66073 1415738_at 461.6
68035 1415739_at 380.11
19184 1415740_at 605.26
21982 1415741_at 1396.09
11993 1415742_at 316.4
15184 1415743_at 358.2
14976 1415744_at 515.6
13185 1415745_a_at 387.37
71722 1415746_at 330.54
66878 1415747_s_at 1089.54
59288 1415748_a_at 521.29
54170 1415749_a_at 708.91
213773 1415750_at 158.71
15441 1415751_at 728.06
407819 1415752_at 1139.86
216169 1415753_at 331.03
69833 1415754_at 434.11
66589 1415755_a_at 578.94
20615 1415756_a_at 489.51
107338 1415757_at 142.69
72313 1415758_at 288.74
68576 1415759_a_at 667.37
11927 1415760_s_at 953.4
68836 1415761_at 334.94
68836 1415762_x_at 359.31
76799 1415763_a_at 534.37
70579 1415764_at 1431.66
68693 1415765_at 297.89
20333 1415766_at 226.29
228994 1415767_at 448.09
67615 1415768_a_at 241.26
