Gene Probeset Intensity
54161 1415670_at 354.97
11972 1415671_at 572.29
57437 1415672_at 1228
100678 1415673_at 218.66
60409 1415674_a_at 580.03
13481 1415675_at 301.91
19173 1415676_a_at 868.69
52585 1415677_at 436.97
19042 1415678_at 530.4
66340 1415679_at 1686.06
17222 1415680_at 497.86
94067 1415681_at 523.83
65246 1415682_at 705.63
18107 1415683_at 924.69
11793 1415684_at 301.91
76784 1415685_at 388.49
68365 1415686_at 609.77
19156 1415687_a_at 3388.26
67128 1415688_at 665.23
72739 1415689_s_at 206.69
94064 1415690_at 736.69
13383 1415691_at 425.11
12330 1415692_s_at 2234.09
67819 1415693_at 298.89
22375 1415694_at 166.06
26440 1415695_at 1938.2
20224 1415696_at 632.4
23881 1415697_at 546.8
105348 1415698_at 324.91
209318 1415699_a_at 625.09
67437 1415700_a_at 967.71
65019 1415701_x_at 9480.94
13016 1415702_a_at 814.11
59026 1415703_at 548.31
321022 1415704_a_at 1093.51
66818 1415705_at 217.14
12847 1415706_at 1017.37
99152 1415707_at 334.06
544752 1415708_at 951.26
107338 1415709_s_at 175.2
231430 1415710_at 269.8
211673 1415711_at 812.54
NA 1415712_at 214.26
27225 1415713_a_at 317.14
66618 1415714_a_at 441.34
68366 1415715_at 187.2
57294 1415716_a_at 13043.57
66743 1415717_at 199.23
50724 1415718_at 274.49
74252 1415719_s_at 435.49
66591 1415720_s_at 292.51
74763 1415721_a_at 272.89
66201 1415722_a_at 641.23
217869 1415723_at 1836.57
12540 1415724_a_at 2268
106298 1415725_at 274.49
81702 1415726_at 509.71
246703 1415727_at 363.97
54196 1415728_at 447.66
18607 1415729_at 772.29
269061 1415730_at 551.51
52477 1415731_at 411.46
193742 1415732_at 280.54
68512 1415733_a_at 732.69
19349 1415734_at 1097.29
13194 1415735_at 650.71
56612 1415736_at 1308.69
54391 1415737_at 632.4
66073 1415738_at 345.97
68035 1415739_at 306.51
19184 1415740_at 522.29
21982 1415741_at 723.74
11993 1415742_at 300.49
15184 1415743_at 148.37
14976 1415744_at 970.63
13185 1415745_a_at 335.51
71722 1415746_at 301.91
66878 1415747_s_at 948.14
59288 1415748_a_at 603.46
54170 1415749_a_at 683
213773 1415750_at 170.57
15441 1415751_at 831.31
407819 1415752_at 954.49
216169 1415753_at 274.49
69833 1415754_at 586.31
66589 1415755_a_at 570.54
20615 1415756_a_at 301.91
107338 1415757_at 211.11
72313 1415758_at 467.94
68576 1415759_a_at 978.66
11927 1415760_s_at 899.54
68836 1415761_at 581.43
68836 1415762_x_at 574
76799 1415763_a_at 738.11
70579 1415764_at 1399.17
68693 1415765_at 497.86
20333 1415766_at 248.8
228994 1415767_at 386.91
67615 1415768_a_at 402.51
16396 1415769_at 446.2
83669 1415770_at 271.46
17975 1415771_at 2708.49
17975 1415772_at 324.91
17975 1415773_at 1308.69
58523 1415774_at 215.57
245688 1415775_at 2397.74
11671 1415776_at 209.6
18946 1415777_at 80.29
56397 1415778_at 1908.31
11465 1415779_s_at 5164.89
67416 1415780_a_at 206.69
NA 1415781_a_at 6297.17
NA 1415782_at 3215.06
65114 1415783_at 1403.49
65114 1415784_at 288.17
12469 1415785_a_at 1434.83
109820 1415786_at 96.94
14376 1415787_at 335.51
79560 1415788_at 992.17
NA 1415789_a_at 438.29
79560 1415790_at 393
80751 1415791_at 434.03
24105 1415792_at 274.49
103711 1415793_at 341.57
20729 1415794_a_at 673.31
20729 1415795_at 169.06
23994 1415796_at 2792.06
12305 1415797_at 148.37
12305 1415798_at 104
60321 1415799_at 591.23
14609 1415800_at 814.11
14609 1415801_at 242.66
20501 1415802_at 1672.31
20312 1415803_at 109.69
