Gene "ID_REF"	"GSM243346"	"GSM243347"	"GSM243348"	"GSM243349"	"GSM243350"	"GSM243351"
106957 "1424675_at"	159.7	107.7	162.5	171.3	142.6	153.4
103655 "1424676_s_at"	10.2	0.6	1.9	1.7	1.5	3.4
74519 "1424677_at"	3	10.3	13.7	3	23.2	5.5
11471 "1424678_at"	24.3	36.5	26.5	47.8	36.6	34.3
17116 "1424679_at"	7	8.5	7.2	6.9	1.4	9.2
103511 "1424680_at"	0.7	1	0.4	1.1	1.6	0.8
26442 "1424681_a_at"	1560	2075.5	1900.5	1872.8	1883	2071.6
68080 "1424682_at"	238.2	242	221	235.6	225	226.7
66270 "1424683_at"	102	85.9	111	128.9	114.2	88.1
19345 "1424684_at"	328.4	184.6	221	229.8	184.8	287.3
109075 "1424685_at"	292	314.5	285.2	302.9	298	310.8
217026 "1424686_at"	168.1	178.1	153.7	169.2	134.4	156.4
217026 "1424687_at"	60.9	33.4	62.5	62.7	45.4	62.4
208677 "1424688_at"	30.8	21.4	17.8	3.3	17.6	3.8
69814 "1424689_at"	16.6	8.7	7.1	12.2	0.8	13.7
381356 "1424690_at"	29.8	12.3	21.4	19.4	26	22.1
381356 "1424691_at"	29.4	26.9	23.3	12.9	13.3	23
67217 "1424692_at"	169.5	132.2	145.1	90	121.9	77.1
66753 "1424693_at"	64.7	51.3	67.7	72	81.3	50.4
67017 "1424694_at"	57.2	66.3	43.5	60.1	68.2	59.8
67017 "1424695_at"	14	23.1	25.8	70.8	44.5	69.8
67549 "1424696_at"	191.9	203.6	168.5	158.8	153	168
69185 "1424697_at"	174.4	208.3	207.9	226.2	208.9	221.6
227960 "1424698_s_at"	54.1	57.4	64.6	86.6	60.2	60.6
232664 "1424699_at"	193.2	156.8	136.8	156.4	185.5	162.8
52076 "1424700_at"	116.2	45.4	60.7	87	44.7	69.1
219257 "1424701_at"	9.6	8.6	14.2	11.4	27.9	16.3
76559 "1424702_a_at"	74.8	89.8	91.8	80.1	70.9	77.6
69536 "1424703_at"	73.4	57.5	55	63.4	42.1	44.1
12393 "1424704_at"	37.9	41.7	32.4	53	43.4	45.2
209003 "1424705_at"	151.9	173.8	131.8	135.5	103.6	156.1
22709 "1424706_at"	96.1	90.7	106	110	116.6	100.8
68581 "1424707_at"	670.6	719	776.4	556.3	665.6	674
68581 "1424708_at"	1101.6	1066	1050.2	1142	1052.7	1200.6
235293 "1424709_at"	26.4	39.4	18.4	20.3	24.6	18.3
70231 "1424710_a_at"	1164.7	1206.1	1033.4	980.3	1156.2	1098.5
83921 "1424711_at"	275.2	192.1	167.5	160.1	192.9	193.6
226747 "1424712_at"	537.9	575.7	591.6	552.1	519.7	500.7
75600 "1424713_at"	170	134.5	143.8	107.6	161.8	84.5
11676 "1424714_at"	0.5	1.9	1.5	3.5	1.1	1.2
67442 "1424715_at"	77.9	62.8	35.2	52.3	56.3	55.6
67442 "1424716_at"	33.8	27.3	19.1	31.6	31.8	25.6
67139 "1424717_at"	261.4	270.3	230.6	287.7	253.5	271
17762 "1424718_at"	8.8	5.1	2.9	17.4	17.4	6
17762 "1424719_a_at"	35.4	24.2	23.7	20.5	24.4	19.6
103534 "1424720_at"	553.6	442.1	329.1	373.2	403.6	416.5
216760 "1424721_at"	618.8	552.2	602.7	855.3	879.9	845.6
71775 "1424722_at"	12.1	12.2	11.5	24.2	17.2	20
228410 "1424723_s_at"	642.8	837.9	859.5	760.9	754.5	787.5
67102 "1424724_a_at"	87.4	86.8	100.5	88.8	88.8	73.5
67102 "1424725_at"	13.6	10.5	21.5	19.9	23.2	25.6
232086 "1424726_at"	91	53.3	55.4	59.3	61.9	61.7
12774 "1424727_at"	14.7	8.1	4.1	9.5	9.6	13.6
224823 "1424728_at"	241.8	262.1	252.8	266.4	267.7	263.8
246747 "1424729_at"	8	6.5	4.9	7.4	2.3	7.7
57738 "1424730_a_at"	17.9	17.3	18.9	11.8	2.6	17.4
217011 "1424731_at"	122.4	155.1	102.9	122.3	86.7	88.8
73067 "1424732_s_at"	94	95.4	95.9	107.7	92.4	92.9
140795 "1424733_at"	1.4	3.9	0.9	1.4	8.2	1.3
19417 "1424734_at"	9	8.6	9.6	12.1	11.2	6.9
227731 "1424735_at"	84.6	72.2	73.5	71.7	62.1	83.2
13629 "1424736_at"	5307.5	5168.6	4444.9	4470.2	4500	4690.8
21835 "1424737_at"	3	0.8	0.4	1.2	0.8	6.4
74385 "1424738_at"	121.8	100.7	165.8	171.8	168.5	165.9
74385 "1424739_at"	13.8	15.5	14.3	12.7	16.4	18.1
12913 "1424740_at"	145.1	142.9	156.3	144.1	166	170.3
12913 "1424741_s_at"	169.1	187.7	194.9	200.7	273.3	222.1
12913 "1424742_at"	5.1	18.8	4.1	5.5	18	17.2
72106 "1424743_at"	160	181	153.4	158.4	173.2	169.4
231691 "1424744_at"	18.1	2.4	4.6	5.3	6.7	3.3
72947 "1424745_at"	57.7	55.1	73.8	66.6	83.3	56
16562 "1424746_at"	238.7	257.4	258.8	252.4	256.2	255.9
16562 "1424747_at"	17.9	23.6	11.8	9.4	21.1	25.4
231050 "1424748_at"	130.6	112.4	148.5	130.5	148	137.7
69368 "1424749_at"	118.4	102.5	127.5	38.2	38.7	27.8
268564 "1424750_at"	174.2	182.4	221.3	192.6	203.7	208.9
30946 "1424751_at"	261.2	301.2	213.5	288.8	282.4	286.6
235907 "1424752_x_at"	258.3	261.5	307.4	273.6	295.3	307.3
66174 "1424753_at"	112.6	118.8	109	144.9	133.7	166
109225 "1424754_at"	55.3	47.1	76.1	67	93.4	73.1
215114 "1424755_at"	183.9	127.3	170.4	159.8	147.1	179.8
215114 "1424756_at"	83.2	51.6	74.7	67.8	65.9	68.2
235044 "1424757_at"	89.8	46.6	48	40.6	44.7	56.3
217847 "1424758_s_at"	3	2.1	16.5	8.9	19.3	18.5
66412 "1424759_at"	79.8	67.9	70.5	80.9	71.2	73.4
226830 "1424760_a_at"	687.4	700.9	622.3	669.9	585.1	653.3
232748 "1424761_at"	31.5	42.9	50.4	53.1	51.3	48
NA "1424762_at"	32	28.5	28.5	32.9	37.7	33.2
75564 "1424763_at"	44	35.6	37.4	35.6	29.2	44
56747 "1424764_at"	9.8	6.3	8	12.8	12.4	8.4
13859 "1424765_at"	138.8	142.9	111.2	106.3	130.7	115.1
236930 "1424766_at"	290.3	387.3	345.2	318.9	288.2	332.7
104010 "1424767_at"	26.9	22.6	20.8	27.7	41	23.3
109624 "1424768_at"	1062.8	418.9	756.3	875.8	927.1	812.4
109624 "1424769_s_at"	2065.9	2099.9	2236.4	2063.1	2413.9	2179.8
109624 "1424770_at"	445.4	248.3	506.3	562.9	559.3	544.2
232440 "1424771_at"	468.6	637.8	604.4	474.7	484.3	472.8
232440 "1424772_at"	45.8	47.5	47.7	50.7	49.5	54.8
73711 "1424773_at"	107.2	112.7	101	124.1	131.5	119.7
67417 "1424774_s_at"	28.4	17.1	38.9	47.6	41.4	34.7
246730 "1424775_at"	36.4	4.8	29	37.7	28.1	21.5
246696 "1424776_a_at"	190	171.4	152.6	155.4	163.2	133.3
73828 "1424777_at"	157.8	130.2	151.4	128.4	151.6	146.1
28193 "1424778_at"	415.1	340.5	606.4	334.9	426.1	396.2
28193 "1424779_at"	165.7	121.8	241.9	178.1	149.8	165.5
28193 "1424780_a_at"	915.6	1071.6	1136.4	1198.9	1183.1	1215.3
28193 "1424781_at"	508.6	555.7	600	630.7	684.6	643.1
67171 "1424782_at"	185	224	290.9	247.5	284.3	245.7
NA "1424783_a_at"	48.9	34.6	39.7	44.2	66.8	47.2
666532 "1424784_at"	316.4	380.1	274.4	445.3	492.5	437.2
70726 "1424785_at"	30.4	22.1	34.5	33.8	19.3	16.3
54636 "1424786_s_at"	132.4	159.2	162.8	163.1	189.8	183.6
18181 "1424787_a_at"	170.3	130.3	134.3	127.4	115	118.4
215194 "1424788_at"	189	215	181.9	197.6	177.8	188.8
232878 "1424789_at"	154.8	112.9	143	175.1	160.8	142.2
73095 "1424790_at"	73.9	43.4	42.7	48.7	57.2	42.2
57278 "1424791_a_at"	316.7	249.5	124.6	162.7	113	179.5
208366 "1424792_at"	134.5	135.7	121.1	125.4	104.3	119
76400 "1424793_a_at"	10.2	0.8	2.6	2.6	5.8	3.5
66825 "1424794_at"	5.7	9.8	8	18.4	11.3	20.8
73598 "1424795_a_at"	18	24.4	12.7	11	1.9	1.7
73420 "1424796_at"	2.9	1	1.8	2	1	1.8
18741 "1424797_a_at"	30.8	14.8	20	25.2	69.3	28.8
11499 "1424798_a_at"	11.9	8.3	9.2	17.1	12.2	14.4
74375 "1424799_a_at"	7.8	11.6	19.8	12.7	24.6	7.2
13800 "1424800_at"	1685.5	1704.6	1726.9	1707.7	1831.6	1812.2
13800 "1424801_at"	781.2	755.9	670.6	678.8	685.5	790.4
67684 "1424802_a_at"	1453.4	1922.4	1988.3	1754.7	1760.8	1709.2
252875 "1424803_at"	119.1	170.7	175.7	202.3	149.4	172
252875 "1424804_at"	187.5	191.7	214.6	205.9	219.1	216.2
68796 "1424805_a_at"	139.4	109	84.9	115	108.3	105.4
68796 "1424806_s_at"	260	250	241.2	222.1	222.9	209.3
16775 "1424807_at"	535.6	515.4	445.9	422.2	570.6	378.8
16775 "1424808_at"	72.9	58.3	77.4	73	57.1	45.3
224912 "1424809_at"	79	85.4	81.2	76.3	50.9	69.4
75812 "1424810_at"	66.3	66.6	69.4	91.1	90.4	75.3
69049 "1424811_at"	1.5	0.7	1.9	0.3	1.8	0.7
233913 "1424812_at"	140.4	120	104.6	110.8	113.5	108
105428 "1424813_at"	70.8	86.6	88.1	72.7	89	73.6
66813 "1424814_a_at"	4	2.1	3.6	18.3	29.7	33.3
232493 "1424815_at"	4.4	2.9	3.6	5.6	0.8	6.5
214932 "1424816_at"	34	33.4	21.7	27.4	25.2	27.1
70997 "1424817_at"	58.1	45.4	46.3	44.3	39.7	38.5
223774 "1424818_at"	55.7	71.7	73.9	55.9	65.4	52.1
101489 "1424819_a_at"	148.9	135.1	145	118.2	125.9	136
65113 "1424820_a_at"	842.9	911.2	1032	1127.5	1263	1045.4
65113 "1424821_at"	1593.6	1660.2	1627.3	1655.5	1799.4	1826.2
105439 "1424822_at"	31.7	37	24.3	25.3	28.7	12.4
105439 "1424823_s_at"	11.9	22.8	18.1	17.2	22.3	17.1
105439 "1424824_at"	56.2	53.9	60.9	60.6	53.7	52.1
14663 "1424825_a_at"	5.7	0.6	1.1	3	2.3	1.5
211401 "1424826_s_at"	160.4	121.5	153.2	146.5	157.5	134.9
93687 "1424827_a_at"	2822.8	2964.4	3296.2	3190.7	3238.8	3109.3
14194 "1424828_a_at"	1356.3	1670.9	1505.3	1332.6	1394.4	1449.1
227612 "1424829_at"	78.7	40.2	57.9	46.8	42.6	50.3
12454 "1424830_at"	139.5	90.4	76.7	74.6	82.6	74.3
234577 "1424831_at"	7.8	26.3	14.4	14.8	9.5	11.8
217305 "1424832_at"	21.8	23.6	31.4	21.6	34.2	17.9
16439 "1424833_at"	32.8	8.5	11.1	14.8	21.2	12.9
16439 "1424834_s_at"	51	28.6	34.1	27.9	24.8	25
14865 "1424835_at"	45.3	40.7	56.6	56.4	61.6	62.8
76499 "1424836_a_at"	285.2	329.9	313.2	356.8	370	300.4
69942 "1424837_at"	64.2	54.8	76.4	70.6	74	74.6
230822 "1424838_at"	2.8	1.6	10.5	2.5	1.7	1.5
72181 "1424839_a_at"	219.5	188.6	211.1	166.9	198.6	198
71336 "1424840_at"	3.6	6.3	9.2	0.9	2.6	2.9
71336 "1424841_s_at"	11.7	15.1	12.9	10.6	20.7	21
231532 "1424842_a_at"	176.1	152.2	152.6	165.9	188.3	180.2
14455 "1424843_a_at"	326	523.2	557.4	545.9	268.2	439.1
68737 "1424844_at"	83.6	73.4	75.5	73.9	80.2	60.9
216543 "1424845_a_at"	61.2	46.9	43	35.9	32.5	51
216543 "1424846_at"	94.6	73	65.9	56.7	67.7	57.6
380684 "1424847_at"	19.4	3.4	3.8	15.7	10.4	1.8
16531 "1424848_at"	9.5	1.3	8	2.5	24.7	4.9
233064 "1424849_at"	62.3	42.6	25.2	20.4	18.2	31
26401 "1424850_at"	111	145.2	145.9	129.9	140.4	160.8
66170 "1424851_at"	47.5	68.4	55.5	54.1	58.4	32.4
17260 "1424852_at"	202.4	184.5	193.3	184.3	333.1	167.3
NA "1424853_s_at"	7.2	2.3	3.7	8.5	4.6	7.8
NA "1424854_at"	61.8	103.2	37.1	99.2	90.2	106.7
99035 "1424855_at"	13.8	12.5	7.8	9	8.9	14.3
232975 "1424856_at"	10.6	14.1	17.4	8.8	6	11.6
94094 "1424857_a_at"	13.1	12	7.3	28.5	31.1	25.6
217666 "1424858_at"	156.6	224.5	185.9	145.3	178.4	183.1
26558 "1424859_at"	226.3	172.7	148.1	150.3	138.7	155.8
100662 "1424860_at"	150.4	117.3	182	149.9	140.7	124.5
100662 "1424861_at"	206.7	191.4	201.3	182	168.4	146.3
76580 "1424862_s_at"	134.3	114.1	106.3	125.2	112.7	101.4
15258 "1424863_a_at"	464.5	422.9	383.7	384.1	368.2	350.3
15258 "1424864_at"	18.4	15.3	30.5	17.8	27.4	19.7
217212 "1424865_at"	12.1	10.2	17	25.3	23.6	12.4
216835 "1424866_at"	37.1	35.8	30	40.3	28.2	30.8
107146 "1424867_a_at"	5.8	2.9	2.4	5.6	8.2	0.5
107146 "1424868_at"	13.2	1	7.3	11.2	24.5	1.3
216820 "1424869_at"	163.6	162.6	156.4	147.8	118.7	161.9
74486 "1424870_at"	2.3	4.3	1.5	1.5	4.4	4.6
207740 "1424871_s_at"	147.4	66.8	137.6	83.3	82.2	85.2
69504 "1424872_at"	201.4	268.6	293.7	318.9	300.4	324.8
19821 "1424873_at"	1323	1193.7	1311.4	1467.1	1530.2	1516.3
19205 "1424874_a_at"	4329.5	3700.6	3323	3358.7	3229.3	3543.2
229285 "1424875_at"	138.4	97.3	131.1	131	158	125.4
229285 "1424876_s_at"	220.8	210.6	250.5	265.9	240.8	234.8
17025 "1424877_a_at"	768.5	830.8	739.3	430.1	440.9	511.4
NA "1424878_at"	173.4	160	156.5	164.2	166.2	154.1
NA "1424879_at"	36.5	15.4	15.5	16.7	11.1	6.3
211770 "1424880_at"	131.1	61.3	72.1	87.1	82.1	50.1
211770 "1424881_at"	7	12.7	11.2	9.3	4.6	15.5
70021 "1424882_a_at"	1514.7	1728.1	1426.3	1336.2	1252.5	1514
225027 "1424883_s_at"	2617	3200.7	2906	2999.4	2969.7	2929
30050 "1424884_at"	93.1	96.4	107.3	83.4	89.8	99.2
213417 "1424885_at"	17.6	16.3	22	9	19.4	10.6
19266 "1424886_at"	1018.1	969.7	982.5	936.8	1042.5	961.7
234825 "1424887_at"	102.9	102.3	79.8	128.8	154.1	146.7
224703 "1424888_at"	178.3	145.3	129.3	141.2	138.2	154.6
231042 "1424889_at"	61.8	51.7	61.3	64.4	59.4	72.7
12173 "1424890_at"	102.6	7.7	19.2	22.2	28.6	18.1
26951 "1424891_a_at"	364	483.8	439.8	396.7	395.9	414
22757 "1424892_at"	146.8	138.4	129.4	132.7	135.5	154.8
83431 "1424893_at"	59.6	38.6	78.9	77.2	45.2	35
68328 "1424894_at"	249.9	184	228.3	219.5	234.2	217.9
76123 "1424895_at"	301.7	303.4	370.2	348.1	313.2	340.9
64450 "1424896_at"	48.4	35.5	41.9	42.5	52.2	47.7
64450 "1424897_at"	29.2	12.1	22.7	25.1	25.2	22.4
20493 "1424898_at"	2.1	2.6	1.5	1	0.7	1.7
74080 "1424899_at"	12.4	25.6	8.3	21.4	26.5	31.9
243328 "1424900_at"	46.1	41.1	30.5	34.7	30.2	36.7
72077 "1424901_at"	0.9	9.1	7.9	1.7	1.2	3.7
72324 "1424902_at"	26	11.3	13.3	13.5	12.1	10.3
20592 "1424903_at"	2.2	184.5	95.1	53.3	99.5	116.7
219189 "1424904_at"	39.8	57.8	46.5	48.5	58.7	54.1
69806 "1424905_a_at"	188.8	156.4	141.1	134.6	128.7	140.7
217430 "1424906_at"	29.3	10.3	18.8	14.1	19.2	12.4
66590 "1424907_a_at"	371.5	348.1	292.6	294.9	270.5	328.1
69606 "1424908_at"	115.4	106.8	99	123.6	123.4	122.9
69297 "1424909_at"	6	33	14.4	29	32.7	13
16552 "1424910_at"	28.6	29.2	21.1	22	7.1	21.1
69032 "1424911_a_at"	1.9	1.7	1.7	0.7	1.3	3.8
20524 "1424912_at"	260.4	217.5	269.6	233.7	254.9	262.5
217732 "1424913_at"	56.7	54.7	70.8	46.3	44.6	39.7
217732 "1424914_at"	88.2	69.6	49.1	98.6	90.9	96.4
217732 "1424915_s_at"	321	427.2	357.8	354.9	332	342.2
233893 "1424916_x_at"	142	145.4	135.8	109.5	121	127.6
52639 "1424917_a_at"	58.1	43	36.9	56.4	60.6	65.6
67249 "1424918_at"	286.3	289.1	310	301.9	289.3	331.5
13866 "1424919_at"	228	189	152.4	167.4	160.5	185.1
72144 "1424920_at"	82.5	70.7	67.3	76.6	59	78.4
NA "1424921_at"	73.9	34.3	44.7	61.4	57	35
57261 "1424922_a_at"	474.1	254.8	477.8	525.4	511.6	583.9
20715 "1424923_at"	45.7	18.9	44.1	37.1	57.7	34.1
140740 "1424924_at"	281	274.5	295.1	292.6	303.5	268.3
140740 "1424925_at"	222.9	256.1	270.6	241.5	252.8	256.7
140740 "1424926_at"	164	143.5	174	173.6	149.1	167.2
73690 "1424927_at"	27.4	13.1	12.9	21.1	38.3	20.4
233545 "1424928_at"	330.3	321.6	278.1	283.7	260.6	275.2
22670 "1424929_a_at"	162.7	151.5	125	122	140.7	165.7
213956 "1424930_s_at"	2.9	0.5	0.7	0.9	1.1	2.7
NA "1424931_s_at"	2.6	6	1.2	2.5	4.1	1
13649 "1424932_at"	81.2	75.1	90.8	83.7	97.4	80
208943 "1424933_at"	15.9	24.5	17.5	34.2	29.6	18.6
71773 "1424934_at"	11.4	2	1.7	5.3	6.6	7.3
228858 "1424935_at"	12.8	6.1	7.8	4.4	15.5	21.2
13417 "1424936_a_at"	2.3	1.3	3.2	4.5	2.8	0.8
66968 "1424937_at"	17.7	15	16.5	2.6	5.3	7.7
70358 "1424938_at"	7.9	0.9	0.2	9.6	6.7	1
74068 "1424939_at"	10.7	1.3	1.3	5.2	5.4	2.2
217887 "1424940_s_at"	63	65.4	47.5	44.8	35.1	57.8
212998 "1424941_at"	1.3	2.8	2.7	0.9	8.3	1
17869 "1424942_a_at"	472.5	502.1	481.7	508.9	435.5	478.4
666168 "1424943_at"	0.5	0.7	2.8	0.8	5.5	1.1
18545 "1424944_at"	2.5	1.1	0.6	8	9.7	3.9
83453 "1424945_at"	1	0.7	1.4	14.4	6.8	14
67472 "1424946_a_at"	248.7	235.5	271.3	192.1	185.9	203.1
235661 "1424947_at"	174.7	223.4	218.6	200.3	251.5	237.2
NA "1424948_x_at"	34.6	33.2	21.6	7.7	10.5	8
59026 "1424949_at"	81.9	106.7	108	101.3	109.1	111.7
20682 "1424950_at"	98.9	88	83.3	135.8	129.3	131.7
66898 "1424951_at"	111.5	127.1	110	118.1	87.8	86.7
68095 "1424952_at"	39.6	23	32.2	15.8	17.1	11.1
225884 "1424953_at"	1	6.4	4.7	18.9	5.8	1.4
18717 "1424954_a_at"	359.5	321.2	245.4	215.7	282.2	281.5
225745 "1424955_at"	545.7	729	563.2	597.1	579.1	631.4
230793 "1424956_at"	170.4	74.7	81.7	64	55.4	59.2
230793 "1424957_at"	3.7	5.1	3.5	15.5	8	8.9
12319 "1424958_at"	1.9	0.6	7.1	20	2.3	10.5
69787 "1424959_at"	9.3	6.9	8.3	8.9	2	9.4
71889 "1424960_at"	20.6	11.4	8.5	27	21.1	12
213233 "1424961_at"	7.5	0.9	1	1	0.8	9.7
229302 "1424962_at"	2.9	2.1	2.7	20.9	13.7	8.3
19888 "1424963_at"	8.2	4	7.8	4.3	2	0.4
19888 "1424964_at"	5.5	1.6	4.3	0.8	5.1	6.6
107321 "1424965_at"	7.9	7.7	8.8	7.1	5.6	10.2
94346 "1424966_at"	14.3	9.8	30.2	34.7	27	33.7
21956 "1424967_x_at"	14.1	6.6	11.3	41.6	120.3	15.2
72361 "1424968_at"	15.9	1.1	8.9	0.4	0.7	1.5
76654 "1424969_s_at"	4.7	0.3	0.3	2.6	3.8	3.4
75029 "1424970_at"	814.5	832.1	848.7	576.5	649.6	656.1
70385 "1424971_at"	266	317.4	315	317.7	248.1	283.7
NA "1424972_at"	1.8	1.5	6.8	1.7	10.1	1.7
56388 "1424973_at"	0.9	2.5	0.4	4.7	3.1	0.2
232854 "1424974_at"	31	34.4	32	33.8	51.9	39.9
233186 "1424975_at"	12.3	3.6	8.7	3.1	7.2	0.2
228543 "1424976_at"	9.2	4.4	1.7	4.6	8.7	1.8
69312 "1424977_at"	3	0.3	1.4	1.9	0.3	1.3
252868 "1424978_at"	1.7	1.3	5.9	13.2	4.2	5.6
226548 "1424979_at"	96.5	73.7	97.5	100.7	109.6	119.1
226548 "1424980_s_at"	398.4	288.2	273.7	322.8	274.9	335.5
75805 "1424981_at"	93.1	78.3	96.7	84.4	75.9	88.1
78832 "1424982_a_at"	166.9	136.7	143.5	138.7	134	153.9
78832 "1424983_a_at"	166.3	161.9	149.9	156.5	146.8	163.9
78832 "1424984_at"	55.8	57	51.9	83.5	79.9	60.9
20665 "1424985_a_at"	32.6	36.7	36.2	42.8	45.3	23.7
50754 "1424986_s_at"	214.2	160.4	175.4	166.4	174.3	160
226421 "1424987_at"	20.1	12	10.7	16.2	18.4	8
218203 "1424988_at"	286.7	256.4	350.6	346.5	381.5	367.3
109305 "1424989_at"	37.1	37.7	38.9	35.9	48.4	38.5
109305 "1424990_at"	184.3	130.5	141.5	121.4	115.5	122.6
NA "1424991_s_at"	859.8	874.9	713.7	663.7	671.1	780
69786 "1424992_at"	63.8	55.2	68.7	82	74.4	41.8
78100 "1424993_at"	597.8	667.5	710	717.8	748.4	786.4
235582 "1424994_at"	7.2	8.5	24.2	12.1	23.7	11
235582 "1424995_at"	9.1	0.8	15.3	10.8	6.5	9.4
12633 "1424996_at"	101.7	98.2	108.6	110.9	102.7	108.3
231769 "1424997_at"	74.6	61.8	102.4	75.3	70.4	66.8
52614 "1424998_at"	10.3	4.2	6.3	6.2	0.6	3.3
76416 "1424999_at"	61.6	52.1	66.9	72.6	60.5	91.9
227545 "1425000_s_at"	16.7	6.2	1.2	1.2	8.5	2.1
68031 "1425001_at"	58.7	62.5	76	57.9	71.2	61
209588 "1425002_at"	7.1	2.9	0.5	0.3	7.2	11
243537 "1425003_at"	13.7	10.3	22.3	33.3	33.6	17.6
56738 "1425004_s_at"	29.5	13.9	15	11.1	10.1	9.1
16641 "1425005_at"	3.2	1.2	0.3	0.2	0.8	5.1
22367 "1425006_a_at"	341.4	393.1	361.3	367.9	353.9	389
72556 "1425007_at"	121.8	193.4	202.5	137.5	114.3	145.6
15950 "1425008_a_at"	9.8	5.5	1.5	4.6	7.6	7.9
21646 "1425009_at"	11.1	11.3	2.5	3.8	0.3	7.6
104349 "1425010_at"	41	24.6	27.4	28	29	26.1
71116 "1425011_x_at"	260.3	377.8	377	325.6	301.1	365.2
NA "1425012_at"	16.2	9.4	14.2	20.8	12	16.6
83885 "1425013_at"	12.1	14.3	10.1	6.6	2.2	15.4
22026 "1425014_at"	61.2	25.5	55.2	71	72.5	53.8
13844 "1425015_at"	116.8	99.8	78.1	100.7	91.8	90.6
13844 "1425016_at"	180.8	166.1	159	162.4	182	162
NA "1425017_at"	1.5	6.7	3.5	1.1	3.9	7.7
68995 "1425018_at"	802.1	961.8	931.4	876.9	876.9	922.8
217379 "1425019_at"	23.9	27.8	34.7	31	14.9	31.3
217379 "1425020_at"	247.1	275.5	265.2	281.1	261.1	249.3
18633 "1425021_a_at"	74.8	91.6	89.7	69.8	81	86
235441 "1425022_at"	312.7	341.4	354	336.8	345.9	363.1
235441 "1425023_at"	286.1	359.8	354.1	372.9	338.2	354.1
101604 "1425024_at"	41.2	26.4	34.6	41.5	31.9	40.3
217203 "1425025_at"	17.5	7.9	40.7	26.6	36.7	31.8
108735 "1425026_at"	47.2	55	48.8	35.9	65	48.3
108735 "1425027_s_at"	70.6	63.1	74.8	74.9	63.9	77.5
22004 "1425028_a_at"	884.4	1112.1	1090.9	943.5	1086.5	1151.9
67216 "1425029_a_at"	180.9	224.6	199.6	230	217.3	191.3
52521 "1425030_at"	149.5	199	166.7	229.6	192.5	207.1
246179 "1425031_at"	24.1	25.2	32.8	30.9	28.2	30.5
233099 "1425032_at"	6.1	5.1	4.1	3.7	7.3	5.4
218103 "1425033_at"	0.8	1.3	0.7	0.9	2	1
218103 "1425034_at"	6	0.3	0.9	0.8	1.5	0.7
54427 "1425035_s_at"	2.6	2.1	2	2.6	8.6	2
233833 "1425036_a_at"	675.8	851.2	808.9	642.2	616.4	593.2
224014 "1425037_at"	28.1	30.4	38.2	34.2	30.4	30.4
207151 "1425038_at"	0.8	1.7	0.5	2.9	2	2.3
223272 "1425039_at"	12.1	8.3	9.7	9.8	11.7	7.6
73649 "1425040_at"	44.2	24.7	30.6	30	33.9	32
16871 "1425041_at"	7	3	13.8	12	11.8	14.7
75273 "1425042_s_at"	446	420.1	378	354.9	315.7	377.9
68394 "1425043_s_at"	54.2	32.4	35.3	34.2	36.2	32.9
16522 "1425044_at"	22.6	22.6	18.4	24.6	18.5	20.6
NA "1425045_at"	125.3	123.4	76.8	160.3	129.6	149.5
228802 "1425046_at"	7.6	7.3	12.1	7.2	9.7	1.8
70873 "1425047_a_at"	23.7	11.1	13.1	8.5	13.5	5.7
15289 "1425048_a_at"	5079	5798.2	5360.8	4796.1	4737.5	4485.7
246729 "1425049_at"	3.5	0.7	0.7	0.7	12.1	10.8
66307 "1425050_at"	335.2	224.9	381.1	249.5	225.3	235.3
66307 "1425051_at"	288.2	346.2	273.9	376.4	328.1	362.8
NA "1425052_at"	636.3	688.2	567.5	636.9	612.2	628.3
66307 "1425053_at"	212.9	397.4	297	382.9	345.3	391.5
76799 "1425054_a_at"	254.3	280.8	184	461	413.3	425.8
71474 "1425055_at"	22.3	15.3	12.1	23.8	22.6	15.4
71474 "1425056_s_at"	16.5	15.2	26.5	23.4	13.7	30.8
68371 "1425057_at"	3.6	0.7	13.2	0.8	11.6	13.3
224691 "1425058_at"	144.4	194.8	239.6	208.1	194	210.2
99890 "1425059_at"	141.5	143.5	152.4	167.3	157.8	175.8
56430 "1425060_s_at"	4.1	9	15	11.6	19.2	11.1
245880 "1425061_at"	23.7	18.4	26.4	11.7	15.7	21.3
229499 "1425062_at"	3.2	2.4	1.1	1.5	2.3	1.1
229499 "1425063_at"	5.2	0.3	1.6	0.6	1.7	0.7
11863 "1425064_at"	23.6	19.4	39.5	24.8	35.9	22.6
246728 "1425065_at"	4.2	8.6	10.6	14.9	15.5	7.3
97287 "1425066_a_at"	152.2	152.2	143	179.8	155.1	140.2
107934 "1425067_at"	13.9	14.4	2.2	7	3.2	1.7
21767 "1425068_a_at"	153.2	152.2	143	127.7	142.8	147.2
223706 "1425069_at"	9.7	7.7	3	16.8	15.7	2.6
18213 "1425070_at"	11.2	3	1.9	1.6	8.4	8.7
18213 "1425071_s_at"	14.2	15.4	20.3	30	19.4	19.7
27401 "1425072_at"	68.4	55.5	109.1	94.1	60.5	61.8
213522 "1425073_at"	47.1	47.6	59.8	37.4	55.7	44.8
22427 "1425074_at"	75.2	79.8	66.4	87.3	112.7	84.8
229542 "1425075_at"	79.8	63.5	63.1	48	77.4	89.2
76594 "1425076_at"	137.1	101.4	132.4	115.7	139.8	109.7
76594 "1425077_at"	37.6	2.9	21.2	18.8	28.9	20
NA "1425078_x_at"	4.5	2.5	2.9	1.2	0.7	4.4
