Gene "ID_REF"	"GSM243346"	"GSM243347"	"GSM243348"	"GSM243349"	"GSM243350"	"GSM243351"
13661 "1447760_x_at"	2.9	10.6	2.2	3.5	2.1	6.6
20655 "1447761_x_at"	0.7	3.9	0.6	5.6	3.6	0.4
76459 "1447762_x_at"	16.5	4	1.1	12.6	9.4	12.3
NA "1447763_at"	2.2	3.6	2.3	9	6.7	5.1
16508 "1447764_at"	0.4	1.4	0.4	2.6	6.7	0.5
67561 "1447765_at"	2.8	1.3	5.6	10.1	9.1	6.3
67803 "1447766_x_at"	15.4	18	4.6	18.9	28.2	20.4
381113 "1447767_at"	12	14.1	10.1	10.5	1.4	1.1
14719 "1447768_at"	6.7	1	0.5	8.2	6.2	4.7
105827 "1447769_x_at"	4.4	1.3	6.5	2.8	34.9	1.7
56506 "1447770_at"	4.7	3.3	10.8	2.5	3.6	1.3
NA "1447771_at"	16.2	5.1	13.4	5.2	5	12
83435 "1447772_at"	2.1	2.6	3.7	3.5	1.9	6.7
NA "1447773_x_at"	4.1	1.4	7.1	2.6	4.1	15.1
70564 "1447774_x_at"	145.4	238.2	264.2	409.3	397.1	357.3
52521 "1447775_x_at"	44.4	53.8	46.6	53.5	46.3	62.5
19346 "1447776_x_at"	595.6	419.8	807.8	877.1	1110.5	750
NA "1447777_x_at"	2.6	1.7	0.2	8.1	3.3	1.3
210766 "1447778_x_at"	119.4	144.8	136.8	136.7	133.8	134.7
53817 "1447779_x_at"	168.9	201.3	110.9	177.2	197	164.3
233870 "1447780_x_at"	303.1	369	338.4	333.5	278.1	369.3
108943 "1447781_s_at"	121.8	125.9	117.5	126.5	153.9	132.2
213773 "1447782_x_at"	1.4	0.4	0.2	0.2	0.1	0.3
68066 "1447783_x_at"	266.1	320.2	290.3	315	308.2	323.1
268706 "1447784_x_at"	29.6	37.7	33.8	28.3	27.3	20.9
28081 "1447785_x_at"	16	12.8	11.7	11.9	11.6	9.3
19157 "1447786_at"	0.4	0.3	4.6	4.9	4.8	5.5
14615 "1447787_x_at"	463.3	319	391.4	329.1	289.4	426.8
241732 "1447788_s_at"	194.8	221.6	223.3	241	249.9	277.3
13209 "1447789_x_at"	4.7	0.6	9.8	10.6	3.4	0.4
NA "1447790_at"	38.5	20.9	33.6	35.9	24.3	30.6
14675 "1447791_s_at"	21.1	21.1	19	11	19.8	14.1
213439 "1447792_x_at"	5.7	0.2	0.1	0.3	0.1	0.4
56438 "1447793_x_at"	10.5	4.8	9.7	10.3	9.8	0.2
69401 "1447794_x_at"	0.2	0.1	0.2	0.1	0.2	0.3
192120 "1447795_at"	0.4	4.5	0.3	0.8	2.6	0.3
68845 "1447796_at"	15.9	10.9	17.5	15.3	17.6	15.4
68845 "1447797_x_at"	28.5	18.2	35.9	18.7	50.2	36
NA "1447798_at"	0.6	5.8	4	4.6	0.2	0.7
72215 "1447799_x_at"	12.4	14.5	4.1	1.1	7.1	1.3
21452 "1447800_x_at"	369	329.6	384.5	379.7	429.4	383.2
26409 "1447801_x_at"	5.9	12.4	21.5	7.8	29	24
NA "1447802_x_at"	25.5	32.1	27.2	45	36.8	43.9
12332 "1447803_x_at"	9.8	19.1	18.2	21.5	23.1	24.7
208768 "1447804_x_at"	29.8	31.2	32.4	73	54.3	69.2
193116 "1447805_s_at"	174.3	167.8	179.8	171.5	182.6	202.5
56504 "1447806_s_at"	15.5	10.5	21.3	21.1	61.9	8.6
211945 "1447807_s_at"	117	156.4	120.4	148.5	136.5	152.9
57738 "1447808_s_at"	16.1	7.9	25.2	9.7	29.4	12.3
NA "1447809_x_at"	32.1	49.2	35.7	50	63.6	74.5
226971 "1447810_x_at"	2.9	5.5	4.2	10.7	11.2	2.6
229715 "1447811_s_at"	18.9	10.3	26.3	24.6	19.2	17.1
68794 "1447812_x_at"	105.7	78.6	79.1	66.1	104	87.2
20491 "1447813_x_at"	0.9	0.5	6.4	2.5	10.8	8.2
16170 "1447814_x_at"	10	7	6	7.8	7.2	6.9
238330 "1447815_x_at"	5.8	7.6	16.3	7.3	11.9	9.6
218885 "1447816_x_at"	167.6	410.1	309.1	345.7	313.8	256.6
319594 "1447817_at"	11.2	6.9	14.7	5.6	14.4	15
69159 "1447818_x_at"	66.2	90.1	55.4	113.1	56.7	112.9
12837 "1447819_x_at"	38.4	16	46.7	55.7	53.1	36.2
12896 "1447820_x_at"	13.8	19.2	18.9	16.4	31.2	11.7
13048 "1447821_at"	132.7	145.5	146.8	124.3	157.8	116
70240 "1447822_x_at"	21.9	28.1	19.2	28.4	36.9	34.9
29857 "1447823_x_at"	3	11.4	2.3	14.9	15.7	1.8
14828 "1447824_x_at"	377.2	429.1	459.6	419.1	525.8	459.4
18530 "1447825_x_at"	177.8	207.5	227.5	207.6	306.6	251.3
320678 "1447826_x_at"	5.7	10.7	28	17.9	21.5	9
20747 "1447827_x_at"	109.7	139.4	112.9	89.6	91	140.6
67484 "1447828_x_at"	4.9	16.2	9.4	18.3	20.1	2.5
407786 "1447829_x_at"	0.3	7.5	0.3	2.5	2.1	2.7
19735 "1447830_s_at"	188.9	141.7	158.1	199.2	198.1	186.7
54384 "1447831_s_at"	0.6	5.4	11.6	87.9	54.5	68.6
102334 "1447832_x_at"	7.7	5.4	1.4	0.8	2.4	3
17150 "1447833_x_at"	20.7	55.5	104.6	63.6	61.5	38.8
NA "1447834_at"	4	20	21.7	3.5	30.3	2.9
NA "1447835_at"	14.5	8.9	23.9	14.3	7.2	11
NA "1447836_x_at"	1.4	1.2	2.1	3.9	0.9	2.4
80905 "1447837_x_at"	190.5	115.6	188.9	207.4	213.3	184.7
78798 "1447838_x_at"	54.5	70.3	92.3	47.7	73.2	58.3
11535 "1447839_x_at"	36.2	21.2	17.7	31.7	26.8	26.9
13555 "1447840_x_at"	15.8	10.2	4	13.1	12.5	5.4
54613 "1447841_x_at"	53.1	74.8	63.6	76.2	65.1	61.7
21452 "1447842_x_at"	301.2	279.5	312.6	337.3	376.9	335.7
23997 "1447843_at"	12.3	19.8	29.1	25.5	27.5	26.4
NA "1447844_at"	22.8	15.7	26.3	31.5	29.4	37.7
22361 "1447845_s_at"	15.4	21.8	11.5	14.6	10.2	14.1
77582 "1447846_x_at"	33.3	21.4	21.2	15.6	15.5	8.3
229277 "1447847_x_at"	0.4	4	11.2	2.7	9	2.4
13859 "1447848_at"	1.1	0.7	0.5	1.3	1.3	0.8
17132 "1447849_s_at"	177.6	152.9	219.9	200.7	259	236
21769 "1447850_x_at"	21.2	30	22.6	7.2	55.8	37.2
11982 "1447851_x_at"	49.6	55.1	54.1	38.9	46	41.9
75695 "1447852_x_at"	227.7	273.7	317.2	263.6	304.4	274.2
16553 "1447853_x_at"	25.1	16.1	30.7	33.8	31.5	27.3
319190 "1447854_s_at"	140.5	206.3	221.9	242.8	260.8	257.6
66884 "1447855_x_at"	1.4	6.3	0.1	9.8	4.4	6.7
227731 "1447856_x_at"	1.4	9	4.5	0.3	1.7	1.2
239188 "1447857_at"	6.7	2.5	4.7	1.5	0.5	0.7
16190 "1447858_x_at"	1.3	1.4	3.4	3.7	12.7	12.9
57869 "1447859_at"	0.1	0.2	2.7	0.3	0.2	0.1
97484 "1447860_x_at"	89.8	92.9	73.8	83.8	101.4	109.1
17536 "1447861_x_at"	510.1	631.9	723.7	647.3	715.6	651.2
21826 "1447862_x_at"	37.3	25.1	30.7	30.4	48	25.1
18227 "1447863_s_at"	38.7	33	44.7	56	59.5	56
71592 "1447864_s_at"	419.3	533	494.6	449.3	468.6	500.1
72621 "1447865_x_at"	108.8	245.6	187.5	167.8	205.1	178.7
69478 "1447866_x_at"	0.4	6.6	3.4	4.7	0.4	1.6
74653 "1447867_x_at"	1.9	5.1	4.3	1.4	3.7	7.5
30926 "1447868_x_at"	28.3	48.3	59.2	64.7	71.9	50.6
73296 "1447869_x_at"	127.9	105.7	136.4	233.5	188.6	172.3
NA "1447870_x_at"	30.6	16.4	15.2	36.6	69.1	26.7
NA "1447871_at"	0.9	0.6	7.5	4.2	0.8	0.5
NA "1447872_at"	0.5	0.4	0.6	1.9	4.8	0.4
12122 "1447873_x_at"	12	16.5	20.8	27.3	21.8	19.9
20597 "1447874_x_at"	44	33.6	38.5	38.2	52.9	37
627049 "1447875_x_at"	16.4	8.7	6.3	16.2	2.3	14.8
75692 "1447876_x_at"	0.6	6.9	1	5	4.9	1.5
13433 "1447877_x_at"	399.5	520.5	420.8	411.6	379.4	397.4
116701 "1447878_s_at"	309.1	442.9	416.4	365.6	392.3	387.6
NA "1447879_x_at"	5.1	4.1	15.3	4.1	5.7	6.8
14739 "1447880_x_at"	68.5	56.7	94.1	65.3	80.8	78.4
14479 "1447881_x_at"	25.8	31.9	46.1	30.9	33.7	29.6
71990 "1447882_x_at"	20.6	17.5	27.4	30.1	30.4	13.6
66734 "1447883_x_at"	1229.5	1013.8	1077.3	971.6	1131.9	949.5
67998 "1447884_x_at"	6.9	0.8	3.9	0.8	4.7	13.2
18003 "1447885_x_at"	6.7	13.9	14.5	11	15.5	11.7
NA "1447886_at"	289.7	651.4	641	697.5	584.3	761.8
13003 "1447887_x_at"	14	2.7	12.3	12.5	8.6	1.4
17685 "1447888_x_at"	16.9	12.8	4.3	16.2	20.9	17.2
215090 "1447889_x_at"	26.8	11.1	21.1	24.9	16	15.3
19672 "1447890_at"	8.6	7.3	4.4	16.3	9.7	11.5
NA "1447891_at"	4.3	12.6	7.8	9.2	7.6	4.8
NA "1447892_at"	14.3	25.2	23.7	20.4	41	19
106957 "1447893_x_at"	6.3	8.1	7	12.5	9.4	20
624957 "1447894_x_at"	22	29.6	18.9	110	100.2	92.7
72587 "1447895_x_at"	162.4	120.8	184.4	322.5	241	128.5
NA "1447896_s_at"	2858.6	2864.5	2790.8	2613.2	2658.6	2908.2
66156 "1447897_x_at"	115.9	126.7	104.3	111.4	87.8	103.5
67996 "1447898_s_at"	842.4	1094.9	1160.9	1019.4	1099.1	975.6
17075 "1447899_x_at"	62.5	57.5	55.5	80.8	102.3	33.3
67464 "1447900_x_at"	29	28.5	34	44.8	45.7	48.5
78887 "1447901_x_at"	41.5	52.9	55.8	33.2	38.7	48.2
69050 "1447902_at"	15.9	13.2	14.7	22.2	21.5	1.4
108012 "1447903_x_at"	129.7	135	131.1	138.4	141.3	129.4
14272 "1447904_s_at"	1338.8	1753.7	1604.8	1607.7	1745.9	1729.5
18226 "1447905_x_at"	1845.7	2486.8	2169.4	2121.6	1950.3	2336.7
NA "1447906_at"	7.1	5.9	9.6	10	7.6	0.3
56846 "1447907_x_at"	1.8	2.5	1.7	2.2	3.2	1.7
22129 "1447908_x_at"	294.6	312.7	369	345.5	403.1	296.3
80795 "1447909_s_at"	1262.8	1516.2	1579.7	1438.2	1504.8	1538.1
80795 "1447910_x_at"	144.1	193.7	138.4	204.7	180.8	197.1
NA "1447911_at"	7	7	19.5	12	12.7	0.9
100986 "1447912_x_at"	4.8	2.1	3.7	3.4	4.3	2
100986 "1447913_x_at"	9.4	7.6	16	10.3	7.1	9
72446 "1447914_x_at"	58.1	73.9	44.8	50.3	53.4	45
407831 "1447915_x_at"	25.6	23.4	25	33.5	33.3	27.6
NA "1447916_at"	3.1	2.8	6.4	3	0.3	4
18203 "1447917_x_at"	656.5	722.4	691.3	693.2	817.2	799.1
NA "1447918_x_at"	6.3	1.6	1.3	1.3	2.5	0.8
70316 "1447919_x_at"	1249.8	1352.9	1457.9	1408.5	1406.8	1369.5
54138 "1447920_at"	2	8.5	0.9	2.5	6	3.6
NA "1447921_at"	15.2	4.4	3.1	15.5	14.1	3.8
NA "1447922_at"	6.8	22.1	24.8	33.5	15.8	71.2
69170 "1447923_at"	311.3	316.2	318.4	338.6	377.4	316.5
98415 "1447924_at"	143.5	159.4	168.1	167.7	161.8	168.3
402753 "1447925_at"	0.9	10.8	9.4	2.5	12.8	5.6
75423 "1447926_at"	204	170.2	211.1	241.4	250.1	194.4
NA "1447927_at"	2.5	0.4	1.5	5.3	6.4	0.5
56078 "1447928_at"	2.7	12.1	3	7.2	4.2	20.1
245857 "1447929_at"	38.7	17.6	9	12.7	24.7	13.7
217578 "1447930_at"	311.5	267.1	368.7	363.1	304.8	343.2
234135 "1447931_at"	357.1	357.9	528.8	502.9	425.1	391.7
66983 "1447932_at"	7.2	3.8	11.6	14.5	10.1	9.2
668303 "1447933_at"	154.3	86	92.2	27.1	68.7	81.7
319801 "1447934_at"	34.9	31.8	24.8	40	23.4	29.7
104806 "1447935_at"	26.6	56	48.7	59.1	70.5	87.4
NA "1447936_at"	817.4	914.6	713.1	732.7	735.2	846.2
NA "1447937_a_at"	165.2	92.4	116.6	50.1	48.7	21.3
NA "1447938_at"	74.2	58.8	87.8	24.2	46.2	15.6
100039344 "1447939_a_at"	182.5	137.4	139.5	73.5	56.5	38.1
109880 "1447940_a_at"	84	62.1	87.7	77.8	68.6	59
109880 "1447941_x_at"	44.8	32	54.3	45.6	34.3	22.8
18010 "1447942_x_at"	10.3	2.7	2.1	4.7	14.7	9.6
208146 "1447943_x_at"	334.3	383	394.2	429.4	410.7	350.7
74570 "1447944_at"	58.9	31.8	56.2	58.1	69.3	69.9
17132 "1447945_at"	18.7	1.3	0.9	12.9	5.4	15.2
23792 "1447946_at"	42.9	46.5	53.6	58.3	30.4	37
218441 "1447947_at"	107.7	95.7	130.9	118.4	139.3	142.2
214642 "1447948_at"	137.8	126.4	178.8	156.5	135.6	126.9
67109 "1447949_at"	3.6	2.7	5.8	3.1	2.5	1.5
NA "1447950_at"	14.3	12.8	16.2	11.7	9.7	1.8
NA "1447951_at"	110.5	63.5	80.3	84.3	68.6	54.6
11992 "1447952_at"	32.6	3.9	23.1	27.5	29	23.3
81701 "1447953_at"	20.3	1.9	20.5	18.1	19.6	6.1
102747 "1447954_at"	0.8	2.4	0.7	5.6	0.7	5.6
15441 "1447955_at"	3.5	0.9	1.2	1.5	1.7	2.1
NA "1447956_at"	19.3	9.4	12.8	16.7	17.6	15.7
NA "1447957_at"	2.9	0.7	2.9	6.3	3.6	0.8
NA "1447958_at"	66.6	50.7	51.8	63.7	54.4	64.3
272347 "1447959_at"	25.7	14.3	27	23.2	19	17.3
NA "1447960_at"	1.5	3.6	0.7	1.5	11.4	17.2
60441 "1447961_s_at"	244.1	292	227.3	240.1	180.1	253.7
NA "1447962_at"	12.6	8.5	15.5	11.4	13.6	10.4
NA "1447963_at"	0.9	0.7	1.5	4.2	9.5	0.8
69737 "1447964_at"	22.7	13.7	16.8	29.6	15.4	21.6
NA "1447965_at"	34.1	34.7	55	41.1	35.9	28.4
230657 "1447966_a_at"	21.8	13.4	17.6	31.8	24.4	14.4
230657 "1447967_at"	22.1	33.7	55.3	66.7	62	52.2
NA "1447968_at"	2.8	6.6	3.8	0.7	0.7	2.9
71567 "1447969_at"	1.4	1.9	4.8	5.5	1	1.9
54364 "1447970_at"	36.9	21.5	27.9	41.9	33.1	41.5
NA "1447971_at"	11.5	15	15.3	17.5	11.3	16.1
241769 "1447972_at"	4.9	12.2	12.6	1.6	9.1	1.1
109181 "1447973_at"	21.4	11.3	10.4	14.1	13.9	15.4
11831 "1447974_s_at"	8.8	1.9	1.5	1.5	3.8	10.3
NA "1447975_a_at"	56.6	55.8	67.3	48.5	96.3	60.6
NA "1447976_at"	42.9	53.7	49	52.1	52.5	53.7
NA "1447977_x_at"	271	324	272	235.2	217.3	250.6
NA "1447978_at"	0.1	0.2	0.4	0.4	4.2	4.8
52850 "1447979_at"	18	12.4	27	33.5	21.4	31
52850 "1447980_s_at"	55.8	60.1	39.5	53.9	53.2	36.7
NA "1447981_at"	0.8	0.9	0.9	0.8	0.4	1
73737 "1447982_at"	62.3	29	58.7	44	65.3	52.1
NA "1447983_at"	4.6	3.5	2.5	9.6	5.4	1.2
NA "1447984_at"	47.1	16	56.5	42.5	33.8	22.1
70797 "1447985_s_at"	10.5	29.5	13.1	24.7	35.5	17.5
NA "1447986_at"	4.2	24.2	8.2	4.5	15.5	7.1
270035 "1447987_at"	35.9	45.1	35.9	49.5	46.6	41.5
NA "1447988_at"	8.3	9.1	9.8	5.1	6.1	3.4
NA "1447989_at"	4	5.2	4.3	2.8	2.8	10.8
NA "1447990_at"	4.8	0.2	2.9	3.3	7	0.7
18549 "1447991_at"	2.5	6.1	5.9	0.4	4.2	0.6
18549 "1447992_s_at"	5.5	0.8	0.5	6.7	4.7	0.7
69434 "1447993_a_at"	130.8	126	139.2	160.6	129.6	133.7
69434 "1447994_at"	41	41.6	52	57.1	51.2	44.6
69434 "1447995_x_at"	73.9	73.8	85.2	70	103.3	83
NA "1447996_at"	14.4	10.1	6.7	13.4	23.6	11.5
223262 "1447997_s_at"	0.8	0.8	2.5	3.6	0.2	1
NA "1447998_at"	6.5	4.5	10.5	1.6	6	7.2
NA "1447999_x_at"	127.3	155.8	171.1	135.2	195.1	137.3
14793 "1448000_at"	12.5	13.8	6.4	8.9	11.4	8.4
14793 "1448001_x_at"	17.5	20.7	19	16.7	13.5	11.4
66520 "1448002_x_at"	4.1	2	6.9	3.8	4	6.7
208501 "1448003_at"	57.3	93.2	66.3	74.9	68.6	72
70097 "1448005_at"	386.5	358.5	364.3	509.8	510.6	463.1
20286 "1448006_at"	5.8	3.2	2.1	6.7	5.2	3.3
407823 "1448007_at"	51.8	32.9	72.5	75.4	59.7	67.1
NA "1448008_at"	73.3	67.5	71.6	75.4	76.4	58.8
320011 "1448009_at"	71.9	44.2	82.3	80.6	75.5	75.6
NA "1448010_at"	20	4.9	28.2	19	20	28
320528 "1448011_at"	7.2	11.1	13	8.9	8.1	5
546524 "1448012_at"	17.3	16.6	18.2	61	30.3	26.7
NA "1448013_at"	217.9	232	254.5	254.5	216.4	194.9
NA "1448014_s_at"	119.1	100.2	121.1	110.1	78	90.6
224170 "1448015_at"	57	43.2	58.1	51.6	44.6	46.4
72776 "1448016_at"	173.6	197.4	183.5	189.2	166.1	207.2
74383 "1448017_at"	1	0.8	1.5	7.7	8.2	6.8
NA "1448018_at"	110.7	82.2	93.2	107.9	70	34.8
330177 "1448019_at"	45.9	24.3	23.5	31.3	44.7	32.5
109905 "1448020_at"	138.7	147.2	134.6	161.9	145.9	152.9
NA "1448021_at"	68.5	248.5	67.1	193	180.6	314.9
NA "1448022_at"	6.7	2.4	5.2	0.3	3.3	0.1
545156 "1448023_at"	35.9	45.8	45.4	40.8	37	35.9
18162 "1448024_at"	40.3	30.3	42	52.2	57.7	48
320832 "1448025_at"	1.1	1.5	3.9	0.5	0.4	0.4
320790 "1448026_at"	169.2	129.2	134.6	109.8	96.7	129.1
17979 "1448027_at"	208.2	203.3	194.6	209.9	203.6	206.2
224617 "1448028_at"	223	143.7	196	287.6	267.5	284.2
21386 "1448029_at"	234.7	177.3	159.1	176.8	133.1	170.4
NA "1448030_at"	5.9	13	21.9	2.7	11.5	5.1
14681 "1448031_at"	1.8	6.2	1.1	10.5	2.4	1.6
27215 "1448032_at"	55.6	88.7	64.8	51	38.8	44.6
69694 "1448033_at"	154.5	133.5	133.8	130.2	150.4	178.4
103844 "1448034_at"	12.2	8.6	10	7.6	8.9	12.9
NA "1448037_at"	60.6	81.5	63.6	82	59.9	82
NA "1448038_at"	23.5	22.1	33.7	25.3	22.6	31.9
NA "1448039_at"	17.1	20.3	23.2	20.5	35.7	22.7
69714 "1448040_at"	18.5	22.6	17.5	9.5	12.4	12.3
19821 "1448041_at"	2.8	1.7	1.3	1.2	3.8	2.4
19821 "1448042_s_at"	25.2	23.9	31.8	46.8	24.8	18.5
19821 "1448043_x_at"	9.3	1.3	1	5.3	8.1	1
NA "1448044_a_at"	17.1	19.3	20.9	8.7	18.5	13.9
NA "1448045_at"	5.4	11.1	12.3	8.6	10.6	5
227746 "1448046_at"	25	36.7	22.9	24.9	29.6	29.1
NA "1448047_at"	65.8	54.5	47.9	22.5	26.7	20.5
225994 "1448048_at"	2.3	15.5	8.6	2.8	11.3	15.9
108829 "1448049_at"	57.6	45.9	71	56.8	56.6	40.1
26921 "1448050_s_at"	126.9	138.5	126.2	113.5	131.3	142.8
NA "1448051_at"	1.6	1.3	6.4	0.3	9.9	2
68178 "1448052_at"	24.5	18.9	27	25.2	28.4	22.6
NA "1448053_at"	5.7	3.4	4.8	3.2	7.4	9.2
NA "1448054_at"	6.2	1.4	4.2	3.6	8.1	7.5
320181 "1448055_at"	9.9	2.4	0.7	9.1	3.9	1.5
59026 "1448056_at"	33.8	30	42.9	44.2	21.9	23.7
NA "1448057_at"	124.9	108.1	83.6	71.3	152.3	84
12237 "1448058_s_at"	19.8	2.6	16.8	31.1	9.3	14.3
73490 "1448059_at"	10.2	1.2	5	6	2.1	0.3
214968 "1448060_at"	65.7	26.5	36.9	41	37.2	23.5
20288 "1448061_at"	6.4	7.7	2.4	1.2	15.9	16.6
20869 "1448062_at"	4.2	4.6	5.8	15.5	4.2	3.9
245666 "1448063_at"	39.7	22.6	21.8	42	40.9	23.5
NA "1448064_at"	1.1	1.7	16	8.5	7	7.7
NA "1448065_at"	17.2	18.6	9.5	14.7	12.8	20.2
NA "1448066_at"	3.3	3.7	8.9	4.5	2.7	10.7
NA "1448067_at"	1	0.9	1.1	2.3	1.7	1.1
20652 "1448068_at"	25.7	25.4	37.6	23.4	40.2	27.9
17112 "1448069_at"	0.7	0.9	1.5	0.5	12.5	2.5
103573 "1448070_at"	21.2	16.2	25.2	2.6	2.5	8
NA "1448071_at"	0.4	4.6	2.4	0.6	1	12.5
NA "1448072_at"	6.8	10.2	2.8	18.6	7.9	3.7
NA "1448073_at"	2	5.4	4.9	7.3	10.1	1.3
19773 "1448074_at"	9.4	0.9	6.6	3.3	7.2	10.8
NA "1448075_at"	4.5	1.2	0.4	2.8	0.8	3.2
22083 "1448076_at"	38	27.2	53.6	64.9	46.5	20.4
NA "1448078_at"	9.7	1.4	10.4	12.8	15.7	7
68718 "1448079_at"	82.3	75.7	121.7	72.5	76.9	72.3
108961 "1448080_at"	6	10.3	7.4	2.4	19.8	18.1
382864 "1448081_at"	10.8	10.6	11.8	10.3	19.9	18.2
NA "1448082_at"	0.7	0.9	3	0.7	0.7	6
338370 "1448083_at"	17.3	1	1.4	18.5	9.1	3.4
NA "1448085_at"	6.2	0.4	7.5	14.6	7	3.8
NA "1448086_at"	9.1	3.8	4.1	0.8	10.1	3.7
NA "1448088_at"	2.9	9.8	25.3	22.8	13.7	26.6
NA "1448089_at"	2.7	1.2	0.8	6.4	5	2.8
NA "1448090_at"	0.4	0.6	7.9	1.2	9.6	0.8
NA "1448091_at"	10.4	2.4	6	1	5.4	0.6
321018 "1448092_x_at"	9.9	4.6	3	1.7	10.7	1.3
NA "1448093_s_at"	1	0.9	3.5	1	5.1	0.6
546100 "1448094_at"	14.3	23.8	12.3	16.7	4	14.3
NA "1448095_at"	110.6	66.1	106.6	83.6	87.8	76.9
270086 "1448096_at"	40.5	37.1	38.1	28.9	31.5	17.9
NA "1448097_at"	0.4	0.3	0.3	4.6	4.9	3.7
NA "1448098_at"	0.6	0.3	0.3	0.9	0.1	0.2
432995 "1448099_at"	10.7	22.4	17	1.2	29.3	22.1
97820 "1448100_at"	872.1	959.5	955.6	976.7	974.4	1018.2
19720 "1448101_s_at"	1068.5	1060.9	988.7	811	767.5	908.6
66317 "1448102_a_at"	1316.5	1697	1577.9	1578.5	1660.9	1736.4
53610 "1448103_s_at"	4939.9	5269.1	4413.9	4874.6	4982.6	5313.2
104776 "1448104_at"	215.5	235.6	263.9	273.1	360.3	283.5
19119 "1448105_at"	1.9	6.4	11.6	2.2	12.2	1.4
67602 "1448106_at"	222.4	204.1	226.1	192.5	219.2	216.9
16612 "1448107_x_at"	2	1.3	5.9	8.1	0.5	0.6
56442 "1448108_at"	1108.4	1067.5	1280.1	1233.3	1410.4	1246.1
19941 "1448109_a_at"	7704.8	8128.7	7567.1	8127.1	8144.3	8077.2
20351 "1448110_at"	32.4	22.6	14.2	24.1	11.9	17.4
55936 "1448111_at"	270.5	314.9	286.5	246.4	267.4	258.4
NA "1448112_at"	3212.7	3848.1	3406.5	3233	3224	3377.6
16765 "1448113_at"	948.4	1008.4	777.5	1029.3	1097.5	1058.4
15547 "1448114_a_at"	229	262.4	248.8	234.3	208.4	217.3
15547 "1448115_at"	147.4	147.7	136.6	105.8	92.2	133.4
22201 "1448116_at"	1836.9	1822.4	1621.7	1539.4	1607	1642.3
17311 "1448117_at"	361	241.6	243.7	221.1	203.2	219.9
13033 "1448118_a_at"	595.6	512.4	489.2	489.7	589.1	549.6
12183 "1448119_at"	114.7	153.7	125.6	181.7	138.8	187.7
14566 "1448120_at"	20.4	15.5	6.7	17.2	29.6	18.8
22378 "1448121_at"	223.7	118.4	105.2	81.2	110.1	117.3
21454 "1448122_at"	4290.3	4695.4	4260.5	4233.1	3976.6	4451.8
21810 "1448123_s_at"	2985.1	2511.2	2581.2	2895.1	3586.2	2935.4
110006 "1448124_at"	360.4	349.8	327.1	380.3	351.9	376.2
19762 "1448125_at"	4.6	5.1	10.6	6.6	8.9	1.5
56306 "1448126_at"	604.5	713.2	599.3	650.5	520.3	684.5
20133 "1448127_at"	1162	1361.9	1255.4	1418.5	1154.3	1395.6
19025 "1448128_at"	470.8	382.7	384.7	368.8	388.4	406.3
67771 "1448129_at"	1002.3	1095.9	1071.6	1157	1190.4	1100.7
14137 "1448130_at"	457.9	681.8	558.7	521.4	459.6	556.3
170731 "1448131_at"	220.3	194.6	178.4	213.3	210.4	183.9
20509 "1448132_at"	123.5	131.6	116.7	107.4	104.9	139.6
97112 "1448133_at"	415.4	426.2	417.7	458.4	423.4	445.8
27355 "1448134_at"	389.2	286.2	272.9	227	251.4	275.3
11911 "1448135_at"	913.7	1080.6	993	926.6	928.7	973.3
18606 "1448136_at"	82.1	71.3	85.4	97.4	77.4	61.6
110695 "1448137_at"	27.6	13.5	7.9	10.9	9.1	9.6
110854 "1448138_at"	454.3	368.3	285.4	264.3	238.4	273.3
170790 "1448139_at"	0.8	0.6	0.8	1	0.8	0.7
109006 "1448140_at"	234.1	293.8	251.8	161.7	181	174.4
74778 "1448141_at"	142.5	228.1	182.8	220	206.6	194.6
68052 "1448142_x_at"	4523.9	5763.4	4670.8	4299.5	4238.6	4422.6
11669 "1448143_at"	1048.1	903.3	817.3	794.9	816.7	846.6
15384 "1448144_at"	747.3	792.4	796.5	786.1	788.8	840.6
66894 "1448145_at"	170.3	128.4	119.9	102.7	133.7	141.4
66894 "1448146_at"	118.2	102.9	88.2	93.3	96.6	96.9
29820 "1448147_at"	286.2	131.5	134.1	122.5	117.4	148.1
14824 "1448148_at"	426.2	302.9	297.8	344.5	374.2	344.8
12385 "1448149_at"	2531.5	2749.3	2642	2559.5	2615	2752.6
18226 "1448150_at"	22.3	12.3	20.8	32.3	18.4	26.5
15568 "1448151_at"	1382.8	1541	1382.7	1274	1409	1410
16002 "1448152_at"	6218.8	5770.7	5460.7	5321	6015.2	5354.9
12858 "1448153_at"	3559.1	3314.6	3001.6	2966.5	2805.7	3141.2
29811 "1448154_at"	52.9	63.7	57.3	50.1	42.7	53.6
18571 "1448155_at"	348.1	247.2	344.5	350.9	335.2	352.4
NA "1448156_at"	139.6	103.1	139.1	149.8	177	98.7
110954 "1448157_s_at"	8205	8529.9	7709.5	8308	8022.4	7978.9
20969 "1448158_at"	164.5	124.9	136.1	132.3	121	138.4
19349 "1448159_at"	463.5	525.9	454	480.3	494.6	469.7
18826 "1448160_at"	89.3	44.1	86	69.2	100.2	82.9
12727 "1448161_a_at"	225.6	173.3	187.7	166.7	176.5	153.4
22329 "1448162_at"	306.3	261.7	353.3	270	346	245.5
26384 "1448163_at"	178	132.6	129.9	132.4	138.9	140.5
71765 "1448164_at"	555.5	473.4	437.9	552.4	483.6	426.4
