Gene Probeset Intensity
54161 1415670_at 1356.77
11972 1415671_at 1682.2
57437 1415672_at 1235.23
100678 1415673_at 186.31
60409 1415674_a_at 611.03
13481 1415675_at 326.17
19173 1415676_a_at 950.94
52585 1415677_at 447
19042 1415678_at 648.14
66340 1415679_at 1720.94
17222 1415680_at 321.89
94067 1415681_at 509.4
65246 1415682_at 201.63
18107 1415683_at 696.43
11793 1415684_at 353.49
76784 1415685_at 419.6
68365 1415686_at 453.34
19156 1415687_a_at 2719.2
67128 1415688_at 774.31
72739 1415689_s_at 313.66
94064 1415690_at 1214.11
13383 1415691_at 459.77
12330 1415692_s_at 2806.74
67819 1415693_at 417.57
22375 1415694_at 205.6
26440 1415695_at 990.06
20224 1415696_at 1701.63
23881 1415697_at 643.51
105348 1415698_at 260.66
209318 1415699_a_at 978.49
67437 1415700_a_at 1961.94
65019 1415701_x_at 6770.03
13016 1415702_a_at 1502.74
59026 1415703_at 530.69
321022 1415704_a_at 737.91
66818 1415705_at 417.57
12847 1415706_at 3593.29
99152 1415707_at 707.09
544752 1415708_at 839.51
107338 1415709_s_at 290.91
231430 1415710_at 307.57
211673 1415711_at 918.49
NA 1415712_at 258.69
27225 1415713_a_at 373.77
66618 1415714_a_at 539.29
68366 1415715_at 280.83
57294 1415716_a_at 6678.74
66743 1415717_at 309.6
50724 1415718_at 280.83
74252 1415719_s_at 349.31
66591 1415720_s_at 236.94
74763 1415721_a_at 301.34
66201 1415722_a_at 606.69
217869 1415723_at 1350
12540 1415724_a_at 1200.06
106298 1415725_at 252.57
81702 1415726_at 694
246703 1415727_at 970.66
54196 1415728_at 221.23
18607 1415729_at 513.83
269061 1415730_at 561.37
52477 1415731_at 280.83
193742 1415732_at 713.43
68512 1415733_a_at 784.17
19349 1415734_at 1622.34
13194 1415735_at 718
56612 1415736_at 1296.46
54391 1415737_at 694
66073 1415738_at 720.17
68035 1415739_at 496.74
19184 1415740_at 909.74
21982 1415741_at 1163.89
11993 1415742_at 231.09
15184 1415743_at 326.17
14976 1415744_at 615.51
13185 1415745_a_at 347.31
71722 1415746_at 351.46
66878 1415747_s_at 758.03
59288 1415748_a_at 820.57
54170 1415749_a_at 978.49
213773 1415750_at 159.71
15441 1415751_at 1161.57
407819 1415752_at 1434.2
216169 1415753_at 664.06
69833 1415754_at 593.03
66589 1415755_a_at 742.17
20615 1415756_a_at 411.46
107338 1415757_at 338.83
72313 1415758_at 436.51
68576 1415759_a_at 648.14
11927 1415760_s_at 332.46
68836 1415761_at 597.71
68836 1415762_x_at 559.14
76799 1415763_a_at 492.46
70579 1415764_at 2552.63
68693 1415765_at 201.63
20333 1415766_at 937.23
228994 1415767_at 528.6
67615 1415768_a_at 563.49
16396 1415769_at 289.03
