Gene Probeset Intensity
54161 1415670_at 680.0435758
11972 1415671_at 486.5317372
57437 1415672_at 1063.012377
100678 1415673_at 35.20905441
60409 1415674_a_at 141.1813773
13481 1415675_at 67.23476158
19173 1415676_a_at 288.8380627
52585 1415677_at 33.87335819
19042 1415678_at 1295.080472
66340 1415679_at 669.3318166
17222 1415680_at 655.7918399
94067 1415681_at 318.0204836
65246 1415682_at 10.82102265
18107 1415683_at 998.7781826
11793 1415684_at 86.58465606
76784 1415685_at 80.97630206
68365 1415686_at 360.6423377
19156 1415687_a_at 890.6405243
67128 1415688_at 1223.494364
72739 1415689_s_at 160.8633654
94064 1415690_at 83.00151646
13383 1415691_at 1411.296577
12330 1415692_s_at 1854.449184
67819 1415693_at 140.6097436
22375 1415694_at 23.21918231
26440 1415695_at 509.1603493
20224 1415696_at 1346.854808
23881 1415697_at 293.286201
105348 1415698_at 105.8823196
209318 1415699_a_at 1629.041611
67437 1415700_a_at 579.9838356
65019 1415701_x_at 4509.446033
13016 1415702_a_at 1208.456033
59026 1415703_at 385.7256037
321022 1415704_a_at 1146.423228
66818 1415705_at 163.1069106
12847 1415706_at 678.3216468
99152 1415707_at 331.5690955
544752 1415708_at 1073.136017
107338 1415709_s_at 150.4496506
231430 1415710_at 229.5408312
211673 1415711_at 455.8736866
NA 1415712_at 48.40785758
27225 1415713_a_at 235.3432757
66618 1415714_a_at 699.1405242
68366 1415715_at 348.8466316
57294 1415716_a_at 18201.29299
66743 1415717_at 75.88274479
50724 1415718_at 504.758903
74252 1415719_s_at 74.86090256
66591 1415720_s_at 65.08559786
74763 1415721_a_at 108.5200566
66201 1415722_a_at 115.0736835
217869 1415723_at 5039.354805
12540 1415724_a_at 660.3438153
106298 1415725_at 50.08892827
81702 1415726_at 243.4988224
246703 1415727_at 314.3430991
54196 1415728_at 13.06641518
18607 1415729_at 105.5839373
269061 1415730_at 588.5550253
52477 1415731_at 67.48663686
193742 1415732_at 166.3940701
68512 1415733_a_at 182.5958676
19349 1415734_at 951.8707666
13194 1415735_at 103.0178958
56612 1415736_at 192.2123535
54391 1415737_at 585.0093327
66073 1415738_at 75.82856058
68035 1415739_at 972.6400245
19184 1415740_at 122.8500826
21982 1415741_at 790.685966
11993 1415742_at 49.54370415
15184 1415743_at 74.55540818
14976 1415744_at 631.5849178
13185 1415745_a_at 428.4129286
71722 1415746_at 125.1957981
66878 1415747_s_at 1074.537704
59288 1415748_a_at 73.47689006
54170 1415749_a_at 1090.103135
213773 1415750_at 14.63686446
15441 1415751_at 733.293685
407819 1415752_at 542.9262386
216169 1415753_at 516.843006
69833 1415754_at 103.9508358
66589 1415755_a_at 294.1514382
20615 1415756_a_at 178.2892077
107338 1415757_at 22.05960049
72313 1415758_at 287.6824667
68576 1415759_a_at 329.6411897
11927 1415760_s_at 82.97196504
68836 1415761_at 15.62962013
68836 1415762_x_at 31.51500792
76799 1415763_a_at 326.15341
70579 1415764_at 1624.679161
68693 1415765_at 28.97659374
20333 1415766_at 32.06310855
228994 1415767_at 181.6034566
67615 1415768_a_at 171.035406
16396 1415769_at 381.8306563
83669 1415770_at 188.6403955
17975 1415771_at 378.954351
17975 1415772_at 416.6309339
17975 1415773_at 46.03188299
58523 1415774_at 21.05630515
245688 1415775_at 3792.491469
11671 1415776_at 21.97174085
18946 1415777_at 7.337359734
56397 1415778_at 557.0498269
11465 1415779_s_at 7930.44282
67416 1415780_a_at 147.752219
NA 1415781_a_at 10602.98988
NA 1415782_at 1996.044224
65114 1415783_at 1694.768307
65114 1415784_at 8.001662207
12469 1415785_a_at 270.3548098
109820 1415786_at 10.49098706
14376 1415787_at 35.00656202
79560 1415788_at 1723.856848
NA 1415789_a_at 35.16419248
79560 1415790_at 74.9192932
80751 1415791_at 330.1405241
24105 1415792_at 183.3651399
103711 1415793_at 58.15722311
20729 1415794_a_at 1296.274643
20729 1415795_at 109.074325
23994 1415796_at 2693.382924
12305 1415797_at 9.032582076
12305 1415798_at 8.122331327
60321 1415799_at 280.7450398
14609 1415800_at 6.75446075
14609 1415801_at 10.65044035
