Gene Probeset Intensity
54161 1415670_at 711.1257568
11972 1415671_at 520.7240746
57437 1415672_at 1146.195506
100678 1415673_at 42.38845767
60409 1415674_a_at 199.9979073
13481 1415675_at 100.07546
19173 1415676_a_at 336.657577
52585 1415677_at 27.07053204
19042 1415678_at 1452.426236
66340 1415679_at 613.4780685
17222 1415680_at 726.3548099
94067 1415681_at 336.9719728
65246 1415682_at 9.283851589
18107 1415683_at 1275.217502
11793 1415684_at 63.94434105
76784 1415685_at 53.47477337
68365 1415686_at 367.9262385
19156 1415687_a_at 925.6728846
67128 1415688_at 970.5848461
72739 1415689_s_at 173.8854622
94064 1415690_at 100.537209
13383 1415691_at 1364.153296
12330 1415692_s_at 2085.116273
67819 1415693_at 119.3745437
22375 1415694_at 26.93972379
26440 1415695_at 553.5777782
20224 1415696_at 1469.486704
23881 1415697_at 357.5278703
105348 1415698_at 155.852458
209318 1415699_a_at 1620.351721
67437 1415700_a_at 591.1552219
65019 1415701_x_at 4285.103692
13016 1415702_a_at 2040.986564
59026 1415703_at 587.6216567
321022 1415704_a_at 1301.176079
66818 1415705_at 132.8069812
12847 1415706_at 773.5101137
99152 1415707_at 417.0631347
544752 1415708_at 1150.49233
107338 1415709_s_at 166.8609361
231430 1415710_at 185.7500277
211673 1415711_at 564.1405241
NA 1415712_at 116.4137205
27225 1415713_a_at 323.6908022
66618 1415714_a_at 502.8284223
68366 1415715_at 285.9109379
57294 1415716_a_at 18384.87848
66743 1415717_at 81.54376242
50724 1415718_at 885.7833813
74252 1415719_s_at 69.84994919
66591 1415720_s_at 71.28238145
74763 1415721_a_at 97.09994975
66201 1415722_a_at 267.0249868
217869 1415723_at 5206.257343
12540 1415724_a_at 423.6272441
106298 1415725_at 55.84602615
81702 1415726_at 302.539491
246703 1415727_at 358.9498832
54196 1415728_at 12.99497929
18607 1415729_at 119.8810712
269061 1415730_at 830.1195376
52477 1415731_at 97.95028316
193742 1415732_at 152.5136047
68512 1415733_a_at 168.2644743
19349 1415734_at 1259.809186
13194 1415735_at 155.3791583
56612 1415736_at 178.4282869
54391 1415737_at 440.6773719
66073 1415738_at 123.8973159
68035 1415739_at 1265.968963
19184 1415740_at 121.02827
21982 1415741_at 600.1853345
11993 1415742_at 71.34685834
15184 1415743_at 133.6423291
14976 1415744_at 942.1613828
13185 1415745_a_at 660.1405244
71722 1415746_at 173.4131512
66878 1415747_s_at 865.5697264
59288 1415748_a_at 109.3894826
54170 1415749_a_at 934.3782208
213773 1415750_at 14.74041284
15441 1415751_at 755.0965231
407819 1415752_at 554.5604819
216169 1415753_at 585.417959
69833 1415754_at 90.03737424
66589 1415755_a_at 320.0690955
20615 1415756_a_at 323.8548099
107338 1415757_at 19.00180982
72313 1415758_at 312.2833814
68576 1415759_a_at 299.7970832
11927 1415760_s_at 97.73593137
68836 1415761_at 15.9329542
68836 1415762_x_at 21.28920941
76799 1415763_a_at 474.4506214
70579 1415764_at 2277.705472
68693 1415765_at 41.38683338
20333 1415766_at 71.61080307
228994 1415767_at 194.7951146
67615 1415768_a_at 228.9598162
16396 1415769_at 262.1861013
83669 1415770_at 190.3557216
17975 1415771_at 421.1077869
17975 1415772_at 408.464824
17975 1415773_at 17.29622128
58523 1415774_at 25.2200674
245688 1415775_at 3686.673478
11671 1415776_at 35.79137699
18946 1415777_at 7.675630618
56397 1415778_at 543.4976669
11465 1415779_s_at 7982.236175
67416 1415780_a_at 94.32263651
NA 1415781_a_at 10691.90223
NA 1415782_at 1930.456754
65114 1415783_at 1570.106244
65114 1415784_at 10.13988204
12469 1415785_a_at 264.7335194
109820 1415786_at 10.29534279
14376 1415787_at 52.46072738
79560 1415788_at 1482.282815
NA 1415789_a_at 27.81680137
79560 1415790_at 99.5946362
80751 1415791_at 299.5346154
24105 1415792_at 289.4215295
103711 1415793_at 49.24498896
20729 1415794_a_at 1196.258848
20729 1415795_at 78.528931
23994 1415796_at 2673.779427
12305 1415797_at 9.605397472
12305 1415798_at 8.857932515
60321 1415799_at 253.7861102
14609 1415800_at 7.282547635
14609 1415801_at 7.52486094
20501 1415802_at 67.52154671
20312 1415803_at 9.831755502
20312 1415804_at 9.420355014
109791 1415805_at 9.135138753
18791 1415806_at 11.42506704
20382 1415807_s_at 23.92453872
21984 1415808_at 7.089074777
21984 1415809_at 7.005899142
18140 1415810_at 12.11067525
18140 1415811_at 8.630650107
227753 1415812_at 32.68970854
11800 1415813_at 455.6786443
11966 1415814_at 157.6763123
19720 1415815_at 8.08070254
12468 1415816_at 1923.110159
12468 1415817_s_at 282.6548346
11749 1415818_at 96.50211295
51792 1415819_a_at 41.07457538
53610 1415820_x_at 729.677107
20320 1415821_at 144.3379994
20250 1415822_at 534.2360432
20250 1415823_at 11.52322281
20250 1415824_at 7.906655514
104318 1415825_s_at 109.048263
108664 1415826_at 121.6919518
28146 1415827_a_at 3881.819148
28146 1415828_a_at 2083.516659
98386 1415829_at 1593.211949
26429 1415830_at 116.0923049
21762 1415831_at 328.4449809
11609 1415832_at 8.219418431
NA 1415833_x_at 13555.15153
67603 1415834_at 276.1695571
18776 1415835_at 7.239700713
56454 1415836_at 7.814745558
16612 1415837_at 8.106842783
56442 1415838_at 216.4977217
18148 1415839_a_at 3223.241722
68801 1415840_at 810.228135
13427 1415841_at 445.1405242
56716 1415842_at 31.18921608
56716 1415843_at 8.852643833
20983 1415844_at 6.698048247
20983 1415845_at 7.612865196
16833 1415846_a_at 6.189137956
16833 1415847_at 12.1734861
18775 1415848_at 14.53340373
16765 1415849_s_at 311.7049572
19414 1415850_at 3619.376088
23918 1415851_a_at 4573.501218
23918 1415852_at 1362.29462
23854 1415853_at 20.49619235
17311 1415854_at 6.942262191
17311 1415855_at 7.502465018
13723 1415856_at 9.135551095
13723 1415857_at 21.44717362
56347 1415858_at 1777.057638
56347 1415859_at 716.1350292
NA 1415860_at 449.7503335
