Gene Probeset Intensity
54161 1415670_at 1618.03
11972 1415671_at 1734.11
57437 1415672_at 1584.86
100678 1415673_at 200.06
60409 1415674_a_at 614.46
13481 1415675_at 448.91
19173 1415676_a_at 1290.57
52585 1415677_at 382.09
19042 1415678_at 765.31
66340 1415679_at 2106.46
17222 1415680_at 483.71
94067 1415681_at 543.31
65246 1415682_at 282.06
18107 1415683_at 970.37
11793 1415684_at 421.17
76784 1415685_at 393.89
68365 1415686_at 441.31
19156 1415687_a_at 2365.8
67128 1415688_at 900.8
72739 1415689_s_at 308.77
94064 1415690_at 1161.91
13383 1415691_at 581.71
12330 1415692_s_at 2649.09
67819 1415693_at 503.66
22375 1415694_at 246.6
26440 1415695_at 1181.03
20224 1415696_at 2470.74
23881 1415697_at 1025.6
105348 1415698_at 320.74
209318 1415699_a_at 962.06
67437 1415700_a_at 2934.8
65019 1415701_x_at 9192.49
13016 1415702_a_at 1284.6
59026 1415703_at 496.4
321022 1415704_a_at 1063.43
66818 1415705_at 593.94
12847 1415706_at 4113.51
99152 1415707_at 857.17
544752 1415708_at 884.83
107338 1415709_s_at 391.49
231430 1415710_at 344.57
211673 1415711_at 898.03
NA 1415712_at 214.03
27225 1415713_a_at 589.11
66618 1415714_a_at 808.03
68366 1415715_at 352.37
57294 1415716_a_at 7719.86
66743 1415717_at 306.29
50724 1415718_at 256.09
74252 1415719_s_at 431.23
66591 1415720_s_at 277.31
74763 1415721_a_at 320.74
66201 1415722_a_at 704.57
217869 1415723_at 1502.66
12540 1415724_a_at 1832.77
106298 1415725_at 296.57
81702 1415726_at 645.57
246703 1415727_at 978.71
54196 1415728_at 265.63
18607 1415729_at 701.94
269061 1415730_at 637.86
52477 1415731_at 342.29
193742 1415732_at 701.94
68512 1415733_a_at 811.03
19349 1415734_at 1915.66
13194 1415735_at 731.54
56612 1415736_at 1526.03
54391 1415737_at 808.03
66073 1415738_at 838.37
68035 1415739_at 416.29
19184 1415740_at 1066.11
21982 1415741_at 1768.11
11993 1415742_at 248.77
15184 1415743_at 303.83
14976 1415744_at 744.89
13185 1415745_a_at 448.91
71722 1415746_at 386.69
66878 1415747_s_at 970.37
59288 1415748_a_at 1025.6
54170 1415749_a_at 1038.8
213773 1415750_at 175.06
15441 1415751_at 1183.91
407819 1415752_at 2504.43
216169 1415753_at 571.11
69833 1415754_at 739.54
66589 1415755_a_at 731.54
20615 1415756_a_at 369.83
107338 1415757_at 416.29
72313 1415758_at 545.89
68576 1415759_a_at 598.83
11927 1415760_s_at 393.89
68836 1415761_at 553.46
68836 1415762_x_at 612
76799 1415763_a_at 591.66
70579 1415764_at 2805.51
68693 1415765_at 265.63
20333 1415766_at 1119.91
228994 1415767_at 734.34
67615 1415768_a_at 568.69
16396 1415769_at 543.31
83669 1415770_at 2065.74
17975 1415771_at 1603
17975 1415772_at 202.49
17975 1415773_at 721.03
58523 1415774_at 374.63
245688 1415775_at 2904.97
11671 1415776_at 275.09
18946 1415777_at 108.66
56397 1415778_at 5426.97
11465 1415779_s_at 7235.14
67416 1415780_a_at 1203.31
NA 1415781_a_at 7144.94
