Gene Probeset Intensity
54161 1415670_at 373.487
11972 1415671_at 1022.39
57437 1415672_at 967.223
100678 1415673_at 67.7855
60409 1415674_a_at 337.587
13481 1415675_at 152.546
19173 1415676_a_at 1569.03
52585 1415677_at 767.067
19042 1415678_at 1053.88
66340 1415679_at 1306.81
17222 1415680_at 223.6
94067 1415681_at 489.315
65246 1415682_at 188.939
18107 1415683_at 683.067
11793 1415684_at 346.037
76784 1415685_at 244.114
68365 1415686_at 650.783
19156 1415687_a_at 2210.44
67128 1415688_at 628.971
72739 1415689_s_at 204.954
94064 1415690_at 1042.55
13383 1415691_at 345.076
12330 1415692_s_at 2676.9
67819 1415693_at 446.305
22375 1415694_at 52.6577
26440 1415695_at 1129.34
20224 1415696_at 957.47
23881 1415697_at 222.032
105348 1415698_at 40.7065
209318 1415699_a_at 640.427
67437 1415700_a_at 1949.34
65019 1415701_x_at 4516.23
13016 1415702_a_at 501.784
59026 1415703_at 456.259
321022 1415704_a_at 937.439
66818 1415705_at 193.058
12847 1415706_at 1030.61
99152 1415707_at 269.214
544752 1415708_at 170.439
107338 1415709_s_at 216.115
231430 1415710_at 218.268
211673 1415711_at 703.066
NA 1415712_at 166.675
27225 1415713_a_at 207.822
66618 1415714_a_at 261.861
68366 1415715_at 151.409
57294 1415716_a_at 1355.98
66743 1415717_at 139.678
50724 1415718_at 537.372
74252 1415719_s_at 497.434
66591 1415720_s_at 80.6109
74763 1415721_a_at 704.145
66201 1415722_a_at 255.222
217869 1415723_at 1492.23
12540 1415724_a_at 882.04
106298 1415725_at 103.016
81702 1415726_at 290.283
246703 1415727_at 671.795
54196 1415728_at 155.761
18607 1415729_at 280.633
269061 1415730_at 165.717
52477 1415731_at 181.805
193742 1415732_at 415.228
68512 1415733_a_at 227.062
19349 1415734_at 1709.91
13194 1415735_at 749.405
56612 1415736_at 565.085
54391 1415737_at 406.548
66073 1415738_at 415.388
68035 1415739_at 249.398
19184 1415740_at 643.829
21982 1415741_at 143.547
11993 1415742_at 642.821
15184 1415743_at 144.863
14976 1415744_at 791.05
13185 1415745_a_at 178.183
71722 1415746_at 199.692
66878 1415747_s_at 809.367
59288 1415748_a_at 203.77
54170 1415749_a_at 380.067
213773 1415750_at 98.2314
15441 1415751_at 664.797
407819 1415752_at 860.319
216169 1415753_at 601.924
69833 1415754_at 454.136
66589 1415755_a_at 440.527
20615 1415756_a_at 141.048
107338 1415757_at 235.985
72313 1415758_at 134.95
68576 1415759_a_at 356.836
11927 1415760_s_at 1785.89
68836 1415761_at 538.843
68836 1415762_x_at 488.748
76799 1415763_a_at 462.549
70579 1415764_at 690.158
68693 1415765_at 121.515
20333 1415766_at 224.26
228994 1415767_at 354.586
67615 1415768_a_at 484.527
16396 1415769_at 282.905
83669 1415770_at 85.5651
17975 1415771_at 1065.04
17975 1415772_at 72.3275
17975 1415773_at 402.721
58523 1415774_at 54.169
245688 1415775_at 762.791
11671 1415776_at 1437.43
18946 1415777_at 6.14761
56397 1415778_at 1000.73
11465 1415779_s_at 758.126
67416 1415780_a_at 29.7729
NA 1415781_a_at 1904.79
NA 1415782_at 584.116
65114 1415783_at 950.38
65114 1415784_at 75.4768
12469 1415785_a_at 1021.62
109820 1415786_at 3.08859
14376 1415787_at 666.288
79560 1415788_at 312.128
NA 1415789_a_at 179.483
79560 1415790_at 82.8974
80751 1415791_at 120.298
24105 1415792_at 448.707
103711 1415793_at 1495.48
20729 1415794_a_at 411.814
20729 1415795_at 101.918
23994 1415796_at 1022.08
12305 1415797_at 3.11582
12305 1415798_at 16.5621
60321 1415799_at 386.12
14609 1415800_at 75.236
14609 1415801_at 8.52882
20501 1415802_at 286.378
20312 1415803_at 21.1954
20312 1415804_at 2.33721
109791 1415805_at 19.747
18791 1415806_at 13.0948
20382 1415807_s_at 237.812
21984 1415808_at 7.81468
21984 1415809_at 3.05541
18140 1415810_at 2.57571
18140 1415811_at 10.8442
227753 1415812_at 161.6
11800 1415813_at 364.105
11966 1415814_at 215.436
19720 1415815_at 2.39846
12468 1415816_at 551.336
12468 1415817_s_at 587.614
11749 1415818_at 589.821
51792 1415819_a_at 342.148
53610 1415820_x_at 495.924
20320 1415821_at 646.094
20250 1415822_at 41.0476
20250 1415823_at 21.4764
20250 1415824_at 25.1229
104318 1415825_s_at 394.639
108664 1415826_at 353.611
28146 1415827_a_at 1802.94
28146 1415828_a_at 824.434
98386 1415829_at 152.25
26429 1415830_at 117.529
21762 1415831_at 1393.37
11609 1415832_at 0.469665
NA 1415833_x_at 4265.05
67603 1415834_at 236.922
18776 1415835_at 9.19479
56454 1415836_at 11.8941
16612 1415837_at 0.840089
56442 1415838_at 716.288
18148 1415839_a_at 1191.16
68801 1415840_at 2516.86
13427 1415841_at 223.205
56716 1415842_at 59.967
56716 1415843_at 12.3257
20983 1415844_at 7.97682
20983 1415845_at 13.8254
16833 1415846_a_at 0.814159
16833 1415847_at 39.8179
18775 1415848_at 34.7012
16765 1415849_s_at 132.937
19414 1415850_at 77.0319
23918 1415851_a_at 283.282
23918 1415852_at 417.459
23854 1415853_at 91.4273
17311 1415854_at 7.21092
17311 1415855_at 69.0825
13723 1415856_at 27.9831
13723 1415857_at 1.67683
56347 1415858_at 1109
56347 1415859_at 106.738
NA 1415860_at 644.024
22178 1415861_at 13.4951
22178 1415862_at 17.0741
13690 1415863_at 1497.47
12183 1415864_at 67.3595
12183 1415865_s_at 77.3091
101869 1415866_at 85.0222
12464 1415867_at 947.13
12464 1415868_at 6.98661
21849 1415869_a_at 439.763
12321 1415870_at 696.53
21810 1415871_at 247.83
59013 1415872_at 506.294
54130 1415873_a_at 283.364
24063 1415874_at 74.4606
109163 1415875_at 2.44842
27370 1415876_a_at 2867.77
22240 1415877_at 1.91076
20133 1415878_at 48.2863
67186 1415879_a_at 2948.32
16783 1415880_a_at 4321.27
66092 1415881_at 1264.01
66092 1415882_at 881.399
67868 1415883_a_at 6.77157
67868 1415884_at 24.0633
12653 1415885_at 9.92229
27387 1415886_at 45.2548
21787 1415887_at 841.034
15191 1415888_at 352.572
22027 1415889_a_at 3321.83
23971 1415890_at 156.417
56451 1415891_at 1697.81
20397 1415892_at 237.871
20397 1415893_at 34.4776
18606 1415894_at 169.213
NA 1415895_at 375.713
NA 1415896_x_at 110.603
56615 1415897_a_at 6552.43
56615 1415898_at 41.8164
16477 1415899_at 139.87
16590 1415900_a_at 20.6325
26433 1415901_at 252.218
110695 1415902_at 19.5113
105727 1415903_at 42.6553
16956 1415904_at 99.4895
19692 1415905_at 2.12443
19241 1415906_at 1185.45
12445 1415907_at 242.231
22110 1415908_at 194.648
20867 1415909_at 186.342
109006 1415910_s_at 212.09
16210 1415911_at 94.5149
NA 1415912_a_at 1432.09
NA 1415913_at 14.7463
15384 1415914_at 1285.18
104721 1415915_at 511.089
108156 1415916_a_at 1589.44
108156 1415917_at 1144.87
21991 1415918_a_at 2273.39
18146 1415919_at 50.6293
83410 1415920_at 398.21
29820 1415921_a_at 28.8322
17357 1415922_s_at 144.369
17984 1415923_at 23.6969
21958 1415924_at 0.609443
18226 1415925_a_at 106.983
18226 1415926_at 108.196
11464 1415927_at 30.4652
67443 1415928_a_at 1306.66
67443 1415929_at 934.658
67443 1415930_a_at 1207.21
16002 1415931_at 7.27229
11981 1415932_x_at 346.781
12858 1415933_a_at 4534.79
108679 1415934_at 208.468
64074 1415935_at 57.8257
29815 1415936_at 268.774
18571 1415937_s_at 200.87
20730 1415938_at 1.5074
14264 1415939_at 14.5026
100494 1415940_at 112.864
100494 1415941_s_at 37.9579
110954 1415942_at 4366.7
20969 1415943_at 1335.63
20969 1415944_at 426.47
17218 1415945_at 27.305
14755 1415946_at 294.438
NA 1415947_at 3112.9
433375 1415948_at 1587.55
12876 1415949_at 17.1386
23980 1415950_a_at 1854.61
14230 1415951_at 21.0876
13728 1415952_at 102.644
13728 1415953_s_at 84.3863
NA 1415954_at 12.6362
19118 1415955_x_at 54.3534
18555 1415956_a_at 145.842
18114 1415957_a_at 193.432
20528 1415958_at 39.5971
20528 1415959_at 1.51586
17523 1415960_at 22.8263
64294 1415961_at 362.465
68135 1415962_at 941.789
56258 1415963_at 555.311
20249 1415964_at 6501.2
20249 1415965_at 1373.12
17995 1415966_a_at 1655.92
17995 1415967_at 1861.05
16483 1415968_a_at 52.9615
16483 1415969_s_at 2.23348
12864 1415970_at 4434.85
17118 1415971_at 115.523
17118 1415972_at 61.9817
17118 1415973_at 69.6318
26396 1415974_at 543.54
52502 1415975_at 451.258
52502 1415976_a_at 250.044
71780 1415977_at 23.6594
22152 1415978_at 17.6243
19989 1415979_x_at 3388.74
67942 1415980_at 1849.57
80517 1415981_at 291.833
80517 1415982_at 164.2
18826 1415983_at 576.139
11364 1415984_at 4187.03
101943 1415985_at 115.391
12727 1415986_at 355.408
110611 1415987_at 1146.98
110611 1415988_at 35.9436
22329 1415989_at 95.9271
22334 1415990_at 1495.45
71765 1415991_a_at 768.398
56703 1415992_at 137.124
20775 1415993_at 142.024
13106 1415994_at 6306.97
12368 1415995_at 277.603
56338 1415996_at 987.984
56338 1415997_at 445.234
22333 1415998_at 1557.14
15213 1415999_at 7.9728
18477 1416000_a_at 5467.52
72042 1416001_a_at 209.863
72042 1416002_x_at 39.9801
18417 1416003_at 4.77315
22629 1416004_at 404.578
19179 1416005_at 707.424
17242 1416006_at 52.1759
20230 1416007_at 15.9382
20230 1416008_at 2.67263
56434 1416009_at 79.6429
13660 1416010_a_at 166.566
13660 1416011_x_at 154.151
13660 1416012_at 39.5809
18807 1416013_at 145.626
24015 1416014_at 269.535
24015 1416015_s_at 436.186
21354 1416016_at 120.255
54161 1416017_at 168.147
13486 1416018_at 138.524
13486 1416019_at 58.7653
11951 1416020_a_at 2102.71
16592 1416021_a_at 275.972
16592 1416022_at 149.438
14077 1416023_at 19.3969
12462 1416024_x_at 1280.65
99571 1416025_at 6703.41
269261 1416026_a_at 1730.21
18570 1416027_at 845.174
15374 1416028_a_at 67.2202
21847 1416029_at 169.163
17220 1416030_a_at 99.4767
17220 1416031_s_at 102.538
68539 1416032_at 195.525
68539 1416033_at 21.1172
12484 1416034_at 23.2066
15251 1416035_at 123.007
14225 1416036_at 320.122
12461 1416037_a_at 913.918
56463 1416038_at 595.141
16007 1416039_x_at 65.6283
67717 1416040_at 1.11072
20393 1416041_at 263.943
50927 1416042_s_at 69.1445
50927 1416043_at 0.943982
14248 1416044_at 381.746
20587 1416045_a_at 147.761
66848 1416046_a_at 50.5849
66848 1416047_at 1.84121
54383 1416048_at 213.324
104174 1416049_at 377.703
20778 1416050_a_at 1337.63
12263 1416051_at 765.127
19139 1416052_at 174.912
16979 1416053_at 0.68724
20103 1416054_at 2681.49
109959 1416055_at 5.48437
104130 1416056_a_at 2596.5
104130 1416057_at 2555.86
11949 1416058_s_at 2916.97
27054 1416059_at 538.711
66687 1416060_at 383.85
66687 1416061_at 300.204
66687 1416062_at 40.6119
66996 1416063_x_at 1.04751
14828 1416064_a_at 3311.11
102334 1416065_a_at 31.1244
12527 1416066_at 95.4621
15982 1416067_at 201.243
NA 1416068_at 302.334
56421 1416069_at 27.5422
66942 1416070_a_at 82.2174
66942 1416071_at 134.749
12490 1416072_at 18.5216
445007 1416073_a_at 90.3658
NA 1416074_a_at 3100.99
64010 1416075_at 72.8026
NA 1416076_at 5.72413
11535 1416077_at 31.5773
110157 1416078_s_at 354.642
56443 1416079_a_at 254.691
11490 1416080_at 21.4014
17125 1416081_at 29.3401
19324 1416082_at 1858.12
22682 1416083_at 470.293
22682 1416084_at 39.0689
22682 1416085_s_at 489.578
22022 1416086_at 246.387
11769 1416087_at 176.233
NA 1416088_a_at 2329.91
20054 1416089_at 2939.47
68263 1416090_at 1730.61
17758 1416091_at 117.675
17758 1416092_a_at 132.742
66448 1416093_a_at 371.342
11502 1416094_at 713.554
66118 1416095_x_at 399.874
104799 1416096_at 99.8534
192198 1416097_at 0.831868
20974 1416098_at 22.6287
NA 1416099_at 2091.01
55944 1416100_at 789.512
50708 1416101_a_at 661.138
22631 1416102_at 209.76
22631 1416103_at 56.9839
24070 1416104_at 628.856
18115 1416105_at 862.479
100087 1416106_at 274.786
18197 1416107_at 16.4917
66111 1416108_a_at 271.52
71665 1416109_at 800.412
67843 1416110_at 122.612
12522 1416111_at 22.9082
12868 1416112_at 2220.75
14232 1416113_at 718.329
13602 1416114_at 55.3598
50793 1416115_at 90.9465
50793 1416116_at 31.1762
50793 1416117_at 24.5235
66949 1416118_at 0.808306
22166 1416119_at 2822.17
20135 1416120_at 59.2238
16948 1416121_at 1.71457
12444 1416122_at 72.0646
12444 1416123_at 0.481464
12444 1416124_at 1.06475
14229 1416125_at 705.679
20017 1416126_at 99.6396
13437 1416127_a_at 632.68
NA 1416128_at 56.4738
74155 1416129_at 6301.84
19122 1416130_at 343.64
76740 1416131_s_at 184.009
76740 1416132_at 42.7237
76740 1416133_at 330.138
11803 1416134_at 4.63568
11792 1416135_at 458.502
17390 1416136_at 52.5591
11750 1416137_at 136.869
11750 1416138_at 754.644
19693 1416139_at 20.8641
72831 1416140_a_at 273.243
NA 1416141_a_at 4473.71
20104 1416142_at 55.8285
11957 1416143_at 2106.16
13204 1416144_a_at 559.827
13204 1416145_at 627.151
15525 1416146_at 464.491
15525 1416147_at 70.0816
114128 1416148_at 242.027
50914 1416149_at 85.5001
20383 1416150_a_at 333.418
20383 1416151_at 38.2122
20383 1416152_a_at 107.231
NA 1416153_at 714.683
NA 1416154_at 10.4314
15354 1416155_at 157.739
22330 1416156_at 429.579
22330 1416157_at 29.3813
11819 1416158_at 121.01
11819 1416159_at 80.0647
11819 1416160_at 14.7278
19357 1416161_at 484.025
19357 1416162_at 82.7837
26891 1416163_at 196.358
23876 1416164_at 39.9909
106572 1416165_at 39.7646
53381 1416166_a_at 451.532
53381 1416167_at 1111
20317 1416168_at 4906.77
116913 1416169_at 12.8323
68015 1416170_at 926.041
69612 1416171_at 220.03
64934 1416172_at 117.877
64934 1416173_at 25.2985
26450 1416174_at 144.486
22335 1416175_a_at 1035.2
15289 1416176_at 953.605
19656 1416177_at 133.5
27276 1416178_a_at 371.573
19684 1416179_a_at 1922.74
19684 1416180_a_at 90.9128
