Gene Probeset Intensity
54161 1415670_at 469.1
11972 1415671_at 1266.6
57437 1415672_at 1466.9
100678 1415673_at 105.2
60409 1415674_a_at 480.7
13481 1415675_at 319.3
19173 1415676_a_at 1047.5
52585 1415677_at 200
19042 1415678_at 750.1
66340 1415679_at 1092.6
17222 1415680_at 132.9
94067 1415681_at 285.5
65246 1415682_at 378.2
18107 1415683_at 437.9
11793 1415684_at 226.9
76784 1415685_at 241.1
68365 1415686_at 661
19156 1415687_a_at 2921.5
67128 1415688_at 718.1
72739 1415689_s_at 256.3
94064 1415690_at 665.6
13383 1415691_at 700.1
12330 1415692_s_at 1697.5
67819 1415693_at 245.2
22375 1415694_at 265.8
26440 1415695_at 602.5
20224 1415696_at 884.1
23881 1415697_at 535.7
105348 1415698_at 125.8
209318 1415699_a_at 959
67437 1415700_a_at 1097.8
65019 1415701_x_at 3486
13016 1415702_a_at 1928.5
59026 1415703_at 521.9
321022 1415704_a_at 401.1
66818 1415705_at 240.9
12847 1415706_at 1377.8
99152 1415707_at 454.3
544752 1415708_at 669.2
107338 1415709_s_at 312.5
231430 1415710_at 302
211673 1415711_at 705.2
NA 1415712_at 226.6
27225 1415713_a_at 618.8
66618 1415714_a_at 873.6
68366 1415715_at 182.4
57294 1415716_a_at 2829.6
66743 1415717_at 587.9
50724 1415718_at 530.3
74252 1415719_s_at 918.4
66591 1415720_s_at 57.7
74763 1415721_a_at 379.1
66201 1415722_a_at 510.9
217869 1415723_at 1311.4
12540 1415724_a_at 620.7
106298 1415725_at 176.5
81702 1415726_at 1007.4
246703 1415727_at 676.7
54196 1415728_at 401.1
18607 1415729_at 890.9
269061 1415730_at 494.6
52477 1415731_at 243.6
193742 1415732_at 676.1
68512 1415733_a_at 735.8
19349 1415734_at 1693.3
13194 1415735_at 722.1
56612 1415736_at 738.4
54391 1415737_at 444
66073 1415738_at 298.3
68035 1415739_at 380.2
19184 1415740_at 856.8
21982 1415741_at 569.4
11993 1415742_at 151.7
15184 1415743_at 895.8
14976 1415744_at 647.7
13185 1415745_a_at 298.6
71722 1415746_at 920.2
66878 1415747_s_at 562.3
59288 1415748_a_at 383.6
54170 1415749_a_at 732.1
213773 1415750_at 59.6
15441 1415751_at 1207.7
407819 1415752_at 1252.6
216169 1415753_at 1171.6
69833 1415754_at 471.9
66589 1415755_a_at 742.2
20615 1415756_a_at 460
107338 1415757_at 439.3
72313 1415758_at 429.2
68576 1415759_a_at 397
11927 1415760_s_at 641.5
68836 1415761_at 187.2
68836 1415762_x_at 244.8
76799 1415763_a_at 507.9
70579 1415764_at 1072.8
68693 1415765_at 205.4
20333 1415766_at 307.6
228994 1415767_at 465.4
67615 1415768_a_at 431.8
16396 1415769_at 263
83669 1415770_at 1691.5
17975 1415771_at 819
17975 1415772_at 124.7
17975 1415773_at 169.4
58523 1415774_at 67.7
245688 1415775_at 902.5
11671 1415776_at 155
18946 1415777_at 0.9
56397 1415778_at 1949.7
11465 1415779_s_at 3889
67416 1415780_a_at 643.7
NA 1415781_a_at 3371.5
NA 1415782_at 1702.3
65114 1415783_at 1456.6
65114 1415784_at 77.5
12469 1415785_a_at 594.9
109820 1415786_at 6.6
14376 1415787_at 240.6
79560 1415788_at 517
NA 1415789_a_at 224.7
79560 1415790_at 153.9
80751 1415791_at 628.2
24105 1415792_at 318.3
103711 1415793_at 420
20729 1415794_a_at 690.4
20729 1415795_at 96.2
23994 1415796_at 836
12305 1415797_at 444.3
12305 1415798_at 188.7
60321 1415799_at 901.1
14609 1415800_at 1600.5
14609 1415801_at 275
20501 1415802_at 421.4
20312 1415803_at 1391.4
20312 1415804_at 525.3
109791 1415805_at 26
18791 1415806_at 290.6
20382 1415807_s_at 247.8
21984 1415808_at 7
21984 1415809_at 11.6
18140 1415810_at 9.2
18140 1415811_at 4.3
227753 1415812_at 540.4
11800 1415813_at 296
11966 1415814_at 2126.9
19720 1415815_at 43.2
12468 1415816_at 846.1
12468 1415817_s_at 425
11749 1415818_at 192.2
51792 1415819_a_at 1014.9
53610 1415820_x_at 762.1
20320 1415821_at 3098.9
20250 1415822_at 5872.1
20250 1415823_at 3182.2
20250 1415824_at 1480.8
104318 1415825_s_at 464.5
108664 1415826_at 721.9
28146 1415827_a_at 499.5
28146 1415828_a_at 178.8
98386 1415829_at 227.6
26429 1415830_at 147.3
21762 1415831_at 600
11609 1415832_at 18.8
NA 1415833_x_at 4564
67603 1415834_at 249.3
18776 1415835_at 18.1
56454 1415836_at 134.5
16612 1415837_at 14.2
