Gene Probeset Intensity
54161 1415670_at 359.86
11972 1415671_at 759.71
57437 1415672_at 1822.37
100678 1415673_at 555.8
60409 1415674_a_at 686.86
13481 1415675_at 406.2
19173 1415676_a_at 1822.37
52585 1415677_at 435.4
19042 1415678_at 685.03
66340 1415679_at 2446.23
17222 1415680_at 439.14
94067 1415681_at 819.31
65246 1415682_at 220.97
18107 1415683_at 1427.51
11793 1415684_at 299.31
76784 1415685_at 376.71
68365 1415686_at 402.4
19156 1415687_a_at 3731
67128 1415688_at 1027.89
72739 1415689_s_at 273.29
94064 1415690_at 787.91
13383 1415691_at 436.31
12330 1415692_s_at 1628.4
67819 1415693_at 616.4
22375 1415694_at 210.43
26440 1415695_at 2368.51
20224 1415696_at 736.03
23881 1415697_at 733.94
105348 1415698_at 178.06
209318 1415699_a_at 1067.09
67437 1415700_a_at 1062.89
65019 1415701_x_at 10559.46
13016 1415702_a_at 1325.2
59026 1415703_at 477.29
321022 1415704_a_at 1322.66
66818 1415705_at 368.17
12847 1415706_at 1432.54
99152 1415707_at 588.83
544752 1415708_at 666.54
107338 1415709_s_at 270.71
231430 1415710_at 320.57
211673 1415711_at 433.54
NA 1415712_at 148.09
27225 1415713_a_at 587.94
66618 1415714_a_at 1390.66
68366 1415715_at 272.49
57294 1415716_a_at 9702.63
66743 1415717_at 336.09
50724 1415718_at 385.91
74252 1415719_s_at 452.71
66591 1415720_s_at 444
74763 1415721_a_at 497.06
66201 1415722_a_at 990.4
217869 1415723_at 1088.49
12540 1415724_a_at 2498.89
106298 1415725_at 295.54
81702 1415726_at 529.2
246703 1415727_at 700.57
54196 1415728_at 326.91
18607 1415729_at 981.03
269061 1415730_at 553
52477 1415731_at 497.06
193742 1415732_at 352.29
68512 1415733_a_at 1454.51
19349 1415734_at 1340.29
13194 1415735_at 799.31
56612 1415736_at 2011.94
54391 1415737_at 578.63
66073 1415738_at 673.23
68035 1415739_at 521.09
19184 1415740_at 1197.86
21982 1415741_at 813.29
11993 1415742_at 335.17
15184 1415743_at 179
14976 1415744_at 1421.49
13185 1415745_a_at 383.2
71722 1415746_at 341.71
66878 1415747_s_at 1032.46
59288 1415748_a_at 884.69
54170 1415749_a_at 853.11
213773 1415750_at 185.89
15441 1415751_at 1602.46
407819 1415752_at 1325.2
216169 1415753_at 589.77
69833 1415754_at 618.54
66589 1415755_a_at 905.83
20615 1415756_a_at 396.89
107338 1415757_at 198.17
72313 1415758_at 499.89
68576 1415759_a_at 1547.57
11927 1415760_s_at 1136.4
68836 1415761_at 508.74
68836 1415762_x_at 627.69
76799 1415763_a_at 905.83
