Gene Probeset Intensity
54161 1415670_at 480.913
11972 1415671_at 975.925
57437 1415672_at 864.232
100678 1415673_at 62.6959
60409 1415674_a_at 204.754
13481 1415675_at 182.684
19173 1415676_a_at 1308.59
52585 1415677_at 490.149
19042 1415678_at 876.59
66340 1415679_at 1217.63
17222 1415680_at 173.967
94067 1415681_at 581.106
65246 1415682_at 151.98
18107 1415683_at 725.655
11793 1415684_at 423.918
76784 1415685_at 224.06
68365 1415686_at 523.888
19156 1415687_a_at 2275.39
67128 1415688_at 665.823
72739 1415689_s_at 129.997
94064 1415690_at 1143.99
13383 1415691_at 444.369
12330 1415692_s_at 1863.78
67819 1415693_at 422.468
22375 1415694_at 43.7787
26440 1415695_at 868.979
20224 1415696_at 792.638
23881 1415697_at 250.428
105348 1415698_at 86.9758
209318 1415699_a_at 627.455
67437 1415700_a_at 1874.13
65019 1415701_x_at 5302.06
13016 1415702_a_at 411.386
59026 1415703_at 485.183
321022 1415704_a_at 790.152
66818 1415705_at 213.526
12847 1415706_at 1376.19
99152 1415707_at 266.078
544752 1415708_at 238.318
107338 1415709_s_at 154.789
231430 1415710_at 261.353
211673 1415711_at 508.698
NA 1415712_at 152.437
27225 1415713_a_at 201.341
66618 1415714_a_at 317.071
68366 1415715_at 181.354
57294 1415716_a_at 1275.26
66743 1415717_at 88.0438
50724 1415718_at 388.795
74252 1415719_s_at 319.117
66591 1415720_s_at 68.0647
74763 1415721_a_at 487.379
66201 1415722_a_at 206.818
217869 1415723_at 1421.52
12540 1415724_a_at 566.38
106298 1415725_at 47.8706
81702 1415726_at 300.429
246703 1415727_at 1096.45
54196 1415728_at 195.319
18607 1415729_at 238.212
269061 1415730_at 143.31
52477 1415731_at 102.628
193742 1415732_at 534.189
68512 1415733_a_at 310.13
19349 1415734_at 1250.58
13194 1415735_at 618.558
56612 1415736_at 922.262
54391 1415737_at 413.922
66073 1415738_at 429.47
68035 1415739_at 222.268
19184 1415740_at 853.674
21982 1415741_at 176.768
11993 1415742_at 641.448
15184 1415743_at 115.399
14976 1415744_at 588.392
13185 1415745_a_at 222.247
71722 1415746_at 288.456
66878 1415747_s_at 704.493
59288 1415748_a_at 258.323
54170 1415749_a_at 426.399
213773 1415750_at 104.478
15441 1415751_at 457.396
407819 1415752_at 796.834
216169 1415753_at 664.046
69833 1415754_at 426.377
66589 1415755_a_at 503.862
20615 1415756_a_at 173.675
107338 1415757_at 205.131
72313 1415758_at 103.941
68576 1415759_a_at 455.14
11927 1415760_s_at 1232.52
68836 1415761_at 612.648
68836 1415762_x_at 595.25
76799 1415763_a_at 460.001
70579 1415764_at 588.23
68693 1415765_at 123.935
20333 1415766_at 305.388
228994 1415767_at 290.652
67615 1415768_a_at 508.009
16396 1415769_at 234.546
83669 1415770_at 94.0117
17975 1415771_at 1087.71
17975 1415772_at 35.5448
17975 1415773_at 421.537
58523 1415774_at 27.6475
245688 1415775_at 790.138
11671 1415776_at 388.304
18946 1415777_at 2.76646
56397 1415778_at 1062.14
11465 1415779_s_at 1773.91
67416 1415780_a_at 14.8279
NA 1415781_a_at 2245.05
NA 1415782_at 823.196
65114 1415783_at 1044.34
65114 1415784_at 126.186
12469 1415785_a_at 723.99
109820 1415786_at 20.8234
14376 1415787_at 639.924
79560 1415788_at 259.536
NA 1415789_a_at 200.445
79560 1415790_at 71.5557
80751 1415791_at 144.831
24105 1415792_at 288.639
103711 1415793_at 1322.41
20729 1415794_a_at 520.027
20729 1415795_at 178.508
23994 1415796_at 808.111
12305 1415797_at 5.29438
12305 1415798_at 13.175
60321 1415799_at 400.364
14609 1415800_at 38.5673
14609 1415801_at 4.5483
20501 1415802_at 464.786
20312 1415803_at 17.9069
20312 1415804_at 2.1778
109791 1415805_at 16.8545
18791 1415806_at 17.3436
20382 1415807_s_at 289.953
21984 1415808_at 2.9325
21984 1415809_at 2.84748
18140 1415810_at 3.96809
18140 1415811_at 3.5106
227753 1415812_at 125.934
11800 1415813_at 315.656
11966 1415814_at 215.631
19720 1415815_at 21.2945
12468 1415816_at 472.677
12468 1415817_s_at 736.426
11749 1415818_at 684.934
51792 1415819_a_at 305.626
53610 1415820_x_at 399.996
20320 1415821_at 542.613
20250 1415822_at 51.1153
20250 1415823_at 17.5644
20250 1415824_at 16.3715
104318 1415825_s_at 270.556
108664 1415826_at 298.01
28146 1415827_a_at 1744.27
28146 1415828_a_at 1071.87
98386 1415829_at 130.816
26429 1415830_at 101.956
21762 1415831_at 882.371
11609 1415832_at 1.45547
NA 1415833_x_at 5376.02
67603 1415834_at 279.47
18776 1415835_at 1.45106
56454 1415836_at 4.19566
16612 1415837_at 1.27859
56442 1415838_at 949.026
18148 1415839_a_at 1185.48
68801 1415840_at 3969.72
13427 1415841_at 220.762
56716 1415842_at 58.0518
56716 1415843_at 4.1101
20983 1415844_at 1.31535
20983 1415845_at 16.9862
16833 1415846_a_at 0.913035
16833 1415847_at 32.4728
18775 1415848_at 3.91895
16765 1415849_s_at 118.392
19414 1415850_at 115.3
23918 1415851_a_at 218.394
23918 1415852_at 470.143
23854 1415853_at 109.776
17311 1415854_at 11.8548
17311 1415855_at 16.783
13723 1415856_at 25.8352
13723 1415857_at 3.03124
56347 1415858_at 924.851
56347 1415859_at 313.493
NA 1415860_at 526.112
22178 1415861_at 2.09933
22178 1415862_at 8.3018
13690 1415863_at 1132.96
12183 1415864_at 281.423
12183 1415865_s_at 297.948
101869 1415866_at 84.8002
12464 1415867_at 953.577
12464 1415868_at 1.1076
21849 1415869_a_at 286.633
12321 1415870_at 804.016
21810 1415871_at 223.765
59013 1415872_at 282.756
54130 1415873_a_at 233.618
24063 1415874_at 72.9926
109163 1415875_at 12.3058
27370 1415876_a_at 3384.87
22240 1415877_at 0.952399
20133 1415878_at 67.3414
67186 1415879_a_at 3844.04
16783 1415880_a_at 4229.84
66092 1415881_at 1322.44
66092 1415882_at 1118.29
67868 1415883_a_at 2.15544
67868 1415884_at 37.4011
12653 1415885_at 3.02306
27387 1415886_at 56.0929
21787 1415887_at 800.261
15191 1415888_at 316.259
22027 1415889_a_at 2863.34
23971 1415890_at 178.992
56451 1415891_at 1747.14
20397 1415892_at 196.598
20397 1415893_at 75.0433
18606 1415894_at 152.307
NA 1415895_at 489.716
NA 1415896_x_at 266.195
56615 1415897_a_at 7325.4
56615 1415898_at 8.4451
16477 1415899_at 138.577
16590 1415900_a_at 2.89356
26433 1415901_at 228.815
110695 1415902_at 49.2573
105727 1415903_at 47.7058
16956 1415904_at 850.574
19692 1415905_at 0.799844
19241 1415906_at 1543.76
12445 1415907_at 205.251
22110 1415908_at 118.974
20867 1415909_at 139.666
109006 1415910_s_at 373.546
16210 1415911_at 113.635
NA 1415912_a_at 2355.91
NA 1415913_at 13.387
15384 1415914_at 1108.2
104721 1415915_at 618.937
108156 1415916_a_at 1531.56
108156 1415917_at 1129.66
21991 1415918_a_at 3203.02
18146 1415919_at 54.9525
83410 1415920_at 343.78
29820 1415921_a_at 38.7224
