Gene Probeset Intensity
54161 1415670_at 358
11972 1415671_at 1409
57437 1415672_at 1741
100678 1415673_at 98
60409 1415674_a_at 685
13481 1415675_at 381
19173 1415676_a_at 1544
52585 1415677_at 181
19042 1415678_at 665
66340 1415679_at 1455
17222 1415680_at 210
94067 1415681_at 665
65246 1415682_at 190
18107 1415683_at 1044
11793 1415684_at 204
76784 1415685_at 358
68365 1415686_at 718
19156 1415687_a_at 1085
67128 1415688_at 1149
72739 1415689_s_at 492
94064 1415690_at 1141
13383 1415691_at 518
12330 1415692_s_at 1924
67819 1415693_at 142
22375 1415694_at 162
26440 1415695_at 1375
20224 1415696_at 1278
23881 1415697_at 601
105348 1415698_at 580
209318 1415699_a_at 1219
67437 1415700_a_at 1355
65019 1415701_x_at 8617
13016 1415702_a_at 2117
59026 1415703_at 625
321022 1415704_a_at 1609
66818 1415705_at 310
12847 1415706_at 2090
99152 1415707_at 638
544752 1415708_at 1124
107338 1415709_s_at 202
231430 1415710_at 319
211673 1415711_at 466
NA 1415712_at 250
27225 1415713_a_at 236
66618 1415714_a_at 1418
68366 1415715_at 85
57294 1415716_a_at 5975
66743 1415717_at 283
50724 1415718_at 363
74252 1415719_s_at 571
66591 1415720_s_at 124
74763 1415721_a_at 188
66201 1415722_a_at 788
217869 1415723_at 1950
12540 1415724_a_at 593
106298 1415725_at 404
81702 1415726_at 551
246703 1415727_at 1051
54196 1415728_at 1005
18607 1415729_at 594
269061 1415730_at 534
52477 1415731_at 284
193742 1415732_at 176
68512 1415733_a_at 851
19349 1415734_at 860
13194 1415735_at 1292
56612 1415736_at 1917
54391 1415737_at 308
66073 1415738_at 486
68035 1415739_at 449
19184 1415740_at 1724
21982 1415741_at 1268
11993 1415742_at 127
15184 1415743_at 326
14976 1415744_at 1178
13185 1415745_a_at 214
71722 1415746_at 316
66878 1415747_s_at 849
59288 1415748_a_at 537
54170 1415749_a_at 424
213773 1415750_at 103
15441 1415751_at 1322
407819 1415752_at 1264
216169 1415753_at 421
69833 1415754_at 680
66589 1415755_a_at 991
20615 1415756_a_at 304
107338 1415757_at 187
72313 1415758_at 455
68576 1415759_a_at 736
11927 1415760_s_at 704
68836 1415761_at 385
68836 1415762_x_at 608
76799 1415763_a_at 706
70579 1415764_at 3165
68693 1415765_at 270
20333 1415766_at 263
228994 1415767_at 669
67615 1415768_a_at 1045
16396 1415769_at 253
83669 1415770_at 2011
17975 1415771_at 2123
17975 1415772_at 186
17975 1415773_at 410
58523 1415774_at 180
245688 1415775_at 3167
11671 1415776_at 42
18946 1415777_at 11
56397 1415778_at 3673
11465 1415779_s_at 10402
67416 1415780_a_at 1222
NA 1415781_a_at 7891
NA 1415782_at 5158
65114 1415783_at 1355
65114 1415784_at 27
12469 1415785_a_at 1350
109820 1415786_at 21
14376 1415787_at 232
79560 1415788_at 459
NA 1415789_a_at 83
79560 1415790_at 145
80751 1415791_at 367
24105 1415792_at 302
103711 1415793_at 159
20729 1415794_a_at 1422
20729 1415795_at 40
23994 1415796_at 776
12305 1415797_at 407
12305 1415798_at 92
60321 1415799_at 415
14609 1415800_at 1028
14609 1415801_at 124
20501 1415802_at 270
20312 1415803_at 28
20312 1415804_at 38
109791 1415805_at 15
18791 1415806_at 161
