Gene Probeset Intensity
54161 1415670_at 288.938
11972 1415671_at 855.389
57437 1415672_at 978.705
100678 1415673_at 47.9204
60409 1415674_a_at 342.05
13481 1415675_at 156.973
19173 1415676_a_at 1418.77
52585 1415677_at 664.777
19042 1415678_at 1000.96
66340 1415679_at 1378.49
17222 1415680_at 205.074
94067 1415681_at 606.851
65246 1415682_at 218.536
18107 1415683_at 634.684
11793 1415684_at 465.323
76784 1415685_at 269.911
68365 1415686_at 546.962
19156 1415687_a_at 1954.05
67128 1415688_at 821.663
72739 1415689_s_at 174.753
94064 1415690_at 1314.06
13383 1415691_at 353.725
12330 1415692_s_at 2311.16
67819 1415693_at 444.173
22375 1415694_at 53.7959
26440 1415695_at 1287.28
20224 1415696_at 766.669
23881 1415697_at 284.763
105348 1415698_at 32.2764
209318 1415699_a_at 627.695
67437 1415700_a_at 1743.1
65019 1415701_x_at 4843.8
13016 1415702_a_at 428.334
59026 1415703_at 362.413
321022 1415704_a_at 801.434
66818 1415705_at 232.207
12847 1415706_at 1054.44
99152 1415707_at 221.314
544752 1415708_at 161.41
107338 1415709_s_at 145.601
231430 1415710_at 172.288
211673 1415711_at 655.354
NA 1415712_at 154.881
27225 1415713_a_at 228.567
66618 1415714_a_at 573.631
68366 1415715_at 151.855
57294 1415716_a_at 2547.66
66743 1415717_at 102.633
50724 1415718_at 378.599
74252 1415719_s_at 462.984
66591 1415720_s_at 97.8254
74763 1415721_a_at 614.809
66201 1415722_a_at 239.992
217869 1415723_at 1811.03
12540 1415724_a_at 1038.21
106298 1415725_at 105.453
81702 1415726_at 320.631
246703 1415727_at 1028.39
54196 1415728_at 170.69
18607 1415729_at 402.892
269061 1415730_at 162.055
52477 1415731_at 135.658
193742 1415732_at 399.582
68512 1415733_a_at 489.453
19349 1415734_at 1616.36
13194 1415735_at 579.358
56612 1415736_at 1134.43
54391 1415737_at 381.901
66073 1415738_at 379.37
68035 1415739_at 195.728
19184 1415740_at 599.693
21982 1415741_at 160.71
11993 1415742_at 605.288
15184 1415743_at 114.6
14976 1415744_at 745.264
13185 1415745_a_at 222.634
71722 1415746_at 145.842
66878 1415747_s_at 998.551
59288 1415748_a_at 241.19
54170 1415749_a_at 510.974
213773 1415750_at 76.901
15441 1415751_at 693.832
407819 1415752_at 882.637
216169 1415753_at 520.823
69833 1415754_at 461.806
66589 1415755_a_at 356.674
20615 1415756_a_at 179.751
107338 1415757_at 197.34
72313 1415758_at 92.666
68576 1415759_a_at 686.677
11927 1415760_s_at 1629.17
68836 1415761_at 565.81
68836 1415762_x_at 510.588
76799 1415763_a_at 443.358
70579 1415764_at 647.864
68693 1415765_at 94.1688
20333 1415766_at 208.862
228994 1415767_at 378.075
67615 1415768_a_at 388.919
16396 1415769_at 242.124
83669 1415770_at 78.1581
17975 1415771_at 725.23
17975 1415772_at 29.6418
17975 1415773_at 334.029
58523 1415774_at 34.841
245688 1415775_at 788.2
11671 1415776_at 1340.59
18946 1415777_at 3.03492
56397 1415778_at 1085.22
11465 1415779_s_at 830.282
67416 1415780_a_at 27.7278
NA 1415781_a_at 2518.44
NA 1415782_at 864.583
65114 1415783_at 1287.99
65114 1415784_at 148.99
12469 1415785_a_at 834.613
109820 1415786_at 11.9616
14376 1415787_at 438.755
79560 1415788_at 401.844
NA 1415789_a_at 217.009
79560 1415790_at 110.903
80751 1415791_at 92.723
24105 1415792_at 182.586
103711 1415793_at 1229.53
